,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,position,possession,possession_team,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure
804,,,,,,,,,,,3.68,,,,,,,,,,,,,33799644-394b-4608-87aa-f4340951929d,2786,,,"[6.0, 40.0]",8658,88,,0.32175055,,,Left Foot,,,,"[66.0, 60.0]",,High Pass,63.245552,,Paul Pogba,,,Goal Kick,2,From Goal Kick,Hugo Lloris,Goalkeeper,169,France,['f23ffcff-2a5a-43ae-ab8c-908690d79427'],38,,,,,,,,,,,,,,,France,00:43:38.427,Pass,
805,,,,,,,,,,,2.04,,,,,,,,,,,,,19b4e848-20ee-422e-8da4-5d763b6d62dd,2789,,,"[67.0, 61.0]",8658,88,True,1.2793396,,,,,,,"[70.0, 71.0]",,High Pass,10.440307,,Antoine Griezmann,,,,2,From Goal Kick,Paul Pogba,Right Defensive Midfield,169,France,"['17b4ab0a-6899-4f19-bbed-78306cdb2d4a', 'e33c9021-21df-4bee-a000-4007ab2571e6']",42,,,,,,,,,,,,,,,France,00:43:42.107,Pass,True
806,,,,,,,,,,,1.16,,,,,,,,,,,,,e774dd1f-41ea-4024-b5be-55030e63ba29,2791,,,"[70.0, 71.0]",8658,88,,0.6202495,,,Head,,,,"[77.0, 76.0]",,High Pass,8.602325,,Nabil Fekir,,,,2,From Goal Kick,Antoine Griezmann,Left Center Forward,169,France,['49fa5780-e8a0-4768-8d01-cd6d661db5c1'],44,,,,,,,,,,,,,,,France,00:43:44.147,Pass,
807,,,,,,,,,,,0.88,,,,,,,,,,,,,0f384206-b948-4e05-b98c-bf42541fe15f,2795,,,"[75.0, 77.0]",8658,88,,-1.0303768,,,Left Foot,,,,"[81.0, 67.0]",,Ground Pass,11.661903,,"Steven N""Kemboanza Mike Christopher Nzonzi",,,,2,From Goal Kick,Nabil Fekir,Right Midfield,169,France,"['75bd9a3d-15c6-4a69-8c48-e35d0a4b668b', 'f2a13b2b-4c8a-4bf8-a3f3-679bb21f5a19']",48,,,,,,,,,,,,,,,France,00:43:48.507,Pass,True
808,,,,,,,,,,,2.68,,,,,,,,,,,,,51ac6785-5948-4599-a42e-caa60a9e54f3,2798,,,"[86.0, 69.0]",8658,88,,0.44237423,,,Right Foot,,,,"[105.0, 78.0]",,Ground Pass,21.023796,,Nabil Fekir,,,,2,From Goal Kick,"Steven N""Kemboanza Mike Christopher Nzonzi",Left Defensive Midfield,169,France,['d0f1735c-a33d-4aee-893f-1ec96a25bd3f'],50,,,,,,,,,,,,,,,France,00:43:50.547,Pass,
809,,,,,,,,,,,1.013,,,,,,,,,,,,,bf974f99-3a5c-4d00-b2a0-b2d46d2ad069,2812,,,"[20.0, 5.0]",8658,88,,-0.071307465,,,Right Foot,,,,"[34.0, 4.0]",,Ground Pass,14.035668,,Ivan Rakitić,,,,2,Regular Play,Marcelo Brozović,Center Defensive Midfield,170,Croatia,['49f30fdf-38ab-4c6f-ba43-59bce1597467'],59,,,,,,,,,,,,,,,Croatia,00:43:59.307,Pass,
810,,,,,,,,,,,2.64,,,,,,,,,,,,,501224d2-0387-4836-bd7a-a5a1fdd4c01c,2815,,,"[32.0, 6.0]",8658,89,,0.9973558,,,Right Foot,,,,"[63.0, 54.0]",,High Pass,57.14018,Incomplete,Marko Pjaca,,True,,2,Regular Play,Ivan Rakitić,Left Center Midfield,170,Croatia,"['41856abd-c457-40c1-9c51-390b4b94552e', '5c3fb20a-d331-4da3-a975-8aadc262a60c']",3,,,,,,,,,,,,,,,Croatia,00:44:03.747,Pass,
811,,,,,,,,,,,2.573,,,,,,,,,,,,,41856abd-c457-40c1-9c51-390b4b94552e,2817,,,"[58.0, 27.0]",8658,89,,-0.57790196,,,Head,,,,"[81.0, 12.0]",,High Pass,27.45906,Incomplete,,,,Recovery,2,Regular Play,Lucas Hernández Pi,Left Back,170,Croatia,"['458275b5-e7f7-48cd-97ce-5142da37e70c', '501224d2-0387-4836-bd7a-a5a1fdd4c01c']",6,,,,,,,,,,,,,,,France,00:44:06.387,Pass,
812,,,,,,,,,,,1.213,,,,,,,,,,,,,25eeaf22-2ada-459e-8446-78784916dbc9,2820,,,"[54.0, 65.0]",8658,89,,-2.3561945,,,Right Foot,,,,"[46.0, 57.0]",,Ground Pass,11.313708,,Dejan Lovren,,,,2,Regular Play,Šime Vrsaljko,Right Back,170,Croatia,['6216a875-b084-4c4c-9f03-5c3fa32307cb'],14,,,,,,,,,,,,,,,Croatia,00:44:14.107,Pass,
813,,,,,,,,,,,1.373,,,,,,,,,,,,,b66062ee-cf63-4781-85b8-5983325af3c4,2823,,,"[46.0, 52.0]",8658,89,,-1.1071488,,,Right Foot,,,,"[52.0, 40.0]",,Ground Pass,13.416408,,Marcelo Brozović,,,,2,Regular Play,Dejan Lovren,Right Center Back,170,Croatia,['def70cd0-09ef-4def-b0e4-d1ce52c99a38'],15,,,,,,,,,,,,,,,Croatia,00:44:15.827,Pass,
814,,,,,,,,,,,0.28,,,,,,,,,,,,,64e2a655-b24f-408d-981d-0a3d9efff29d,2826,,,"[72.0, 37.0]",8658,89,,-0.4636476,,,Right Foot,,,,"[74.0, 36.0]",,Ground Pass,2.236068,Incomplete,Luka Modrić,,,,2,Regular Play,Marcelo Brozović,Center Defensive Midfield,170,Croatia,"['4b4cacda-6f53-4ca5-86bb-678caa9ce1f9', '9609e922-d75d-4357-a4e2-d6b0348bdaad']",20,,,,,,,,,,,,,,,Croatia,00:44:20.867,Pass,
815,,,,,,,,,,,1.093,,,,,,,,,,,,,b2830083-9404-4b2c-874f-17d87be8458d,2833,,,"[48.0, 61.0]",8658,90,,0.8960554,,,Right Foot,,,,"[60.0, 76.0]",,Ground Pass,19.209373,,Šime Vrsaljko,,,,2,Regular Play,Luka Modrić,Right Center Midfield,171,Croatia,['be6aff28-53aa-46c9-ad0f-5aff412a4206'],2,,,,,,,,,,,,,,,Croatia,00:45:02.987,Pass,
816,,,,,,,,,,,2.16,,,,,,,,,,,,,e67a8556-2824-4eef-866a-b831fb115f6c,2836,,,"[66.0, 74.0]",8658,90,,-0.515549,,,Right Foot,,,,"[96.0, 57.0]",,Ground Pass,34.48188,Incomplete,Mario Mandžukić,,,,2,Regular Play,Šime Vrsaljko,Right Back,171,Croatia,"['4a70e7e3-6fd4-4b91-bb5f-1fdf92815a0e', '7d92787b-9853-4720-b85c-544b0d91bdb2']",6,,,,,,,,,,,,,,,Croatia,00:45:06.387,Pass,
817,,,,,,,,,,,0.68,,,,,,,,,,,,,7d92787b-9853-4720-b85c-544b0d91bdb2,2838,,,"[25.0, 24.0]",8658,90,,-0.88847977,,,Left Foot,,,,"[38.0, 8.0]",,Ground Pass,20.615528,,Lucas Hernández Pi,,,Recovery,2,Regular Play,Samuel Yves Umtiti,Left Center Back,172,France,"['d2cd67a6-6255-47e8-bbd1-9f987f54e6c4', 'e67a8556-2824-4eef-866a-b831fb115f6c']",8,,,,,,,,,,,,,,,France,00:45:08.547,Pass,
818,,,,,,,,,,,0.973,,,,,,,,,,,,,e9bf66b3-4787-4db3-be9f-978e2914ebd2,2841,,,"[38.0, 8.0]",8658,90,,1.7681919,,,Right Foot,,,,"[35.0, 23.0]",,Ground Pass,15.297058,,"Steven N""Kemboanza Mike Christopher Nzonzi",,,,2,Regular Play,Lucas Hernández Pi,Left Back,172,France,['a28047f8-e332-4c9a-9559-a4e4a6d61168'],9,,,,,,,,,,,,,,,France,00:45:09.747,Pass,
819,,,,,,,,,,,0.733,,,,,,,,,,,,,ba099d14-f565-447f-82be-edebfb08bf6b,2844,,,"[37.0, 24.0]",8658,90,,0.35877067,,,Right Foot,,,,"[45.0, 27.0]",,Ground Pass,8.5440035,,Antoine Griezmann,,,,2,Regular Play,"Steven N""Kemboanza Mike Christopher Nzonzi",Left Defensive Midfield,172,France,['c92fd111-170b-450a-9fbe-1dd91573dd2a'],11,,,,,,,,,,,,,,,France,00:45:11.227,Pass,
820,,,,,,,,,,,1.093,,,,,,,,,,,,,b20ea9d7-34a2-4f52-832e-c2cd29b76446,2848,,,"[48.0, 19.0]",8658,90,,-0.7551044,,,Left Foot,,,,"[65.0, 3.0]",,Ground Pass,23.345236,,Corentin Tolisso,,,,2,Regular Play,Antoine Griezmann,Left Center Forward,172,France,['bf85c21e-e369-4468-a791-7a65515bb9e6'],13,,,,,,,,,,,,,,,France,00:45:13.827,Pass,
821,,,,,,,,,,,0.48,,,,,,,,,,,,,ec5c6a2c-d144-4c5e-b495-dfbf9cf0474b,2853,,,"[65.0, 3.0]",8658,90,,2.3561945,,,Left Foot,,,,"[64.0, 4.0]",,Ground Pass,1.4142135,Incomplete,Lucas Hernández Pi,,,Free Kick,2,From Free Kick,Antoine Griezmann,Left Center Forward,173,France,"['36fc62f1-f7da-48de-97e8-2d1d99ad3402', '55d88291-0b2a-4794-b098-8ef7bef30f4c']",34,,,,,,,,,,,,,,,France,00:45:34.360,Pass,
822,,,,,,,,,,,1.093,,,,,,,,,,,,,0578aacb-2bf0-40da-b453-ccb6b0b54d9d,2856,,,"[66.0, 2.0]",8658,90,,0.11710875,,,,,,,"[83.0, 4.0]",,Low Pass,17.117243,,Antoine Griezmann,,,Throw-in,2,From Throw In,Lucas Hernández Pi,Left Back,174,France,['392579ea-391f-4682-9f6e-d6cd5034a4b1'],48,,,,,,,,,,,,,,,France,00:45:48.187,Pass,
823,,,,,,,,,,,2.453,,,,,,,,,,,,,cc32bba2-8ffb-4455-8872-3a6e83ead500,2864,,,"[35.0, 66.0]",8658,90,,-1.833791,,,Left Foot,,,,"[28.0, 40.0]",,Low Pass,26.925823,,Domagoj Vida,,,,2,Regular Play,Marcelo Brozović,Center Defensive Midfield,175,Croatia,"['6e0c95f3-7ce7-4a7a-9bf9-1dd2c7896b76', 'ef592933-c41f-4cba-b1ab-9bff65da44fb']",53,,,,,,,,,,,,,,,Croatia,00:45:53.827,Pass,True
824,,,,,,,,,,,2.2,,,,,,,,,,,,,c0017aa1-f17d-4194-83c9-934d96700b2e,2867,,,"[46.0, 40.0]",8658,90,,-1.0838971,,,Right Foot,,,,"[55.0, 23.0]",,Ground Pass,19.235384,,Ivan Rakitić,,,,2,Regular Play,Domagoj Vida,Left Center Back,175,Croatia,['b42b05c2-8f3c-410f-867c-8b11d3432c79'],59,,,,,,,,,,,,,,,Croatia,00:45:59.907,Pass,
825,,,,,,,,,,,0.653,,,,,,,,,,,,,8eb68c59-0401-4f36-a136-e6f96e2422fd,2870,,,"[60.0, 19.0]",8658,91,,1.5707964,,,Right Foot,,,,"[60.0, 34.0]",,Low Pass,15.0,Incomplete,Marcelo Brozović,,,,2,Regular Play,Ivan Rakitić,Left Center Midfield,175,Croatia,"['230b9321-e3b2-4d34-8f1e-df5c9f9ec551', '901258ef-8c22-4745-8716-0a538ebfc4b7']",5,,,,,,,,,,,,,,,Croatia,00:46:05.507,Pass,
826,,,,,,,,,,,2.413,,,,,,,,,,,,,4f0babb1-9cb0-4451-9b74-9c2cfa840963,2874,,,"[86.0, 53.0]",8658,91,,0.348771,,,Right Foot,,,,"[108.0, 61.0]",,Ground Pass,23.409399,,Paul Pogba,,,,2,Regular Play,Kylian Mbappé Lottin,Right Center Forward,175,Croatia,['109a9b99-5423-4def-b50e-d02e0d0417c1'],10,,,,,,,,,,,,,,,France,00:46:10.347,Pass,
827,,,,,,,,,,,1.933,,,,,,,,,,,,,6d3c4b3d-a6b2-437c-8266-f4f0a431b906,2882,,,"[8.0, 24.0]",8658,91,,0.47734538,,,Keeper Arm,,,,"[37.0, 39.0]",,Low Pass,32.649654,,Mario Mandžukić,,,,2,Regular Play,Danijel Subašić,Goalkeeper,175,Croatia,['d6aa7cfe-5eef-4b54-b1e3-ba8c07bcee44'],18,,,,,,,,,,,,,,,Croatia,00:46:18.867,Pass,
828,,,,,,,,,,,1.693,,,,,,,,,,,,,530eeaf9-c058-458e-af48-f68a83506113,2885,,,"[47.0, 48.0]",8658,91,,0.94200003,,,Right Foot,,,,"[55.0, 59.0]",,Ground Pass,13.601471,,Luka Modrić,,,,2,Regular Play,Mario Mandžukić,Center Forward,175,Croatia,['d78f943d-df15-420e-a1dd-f66e4e3a206a'],22,,,,,,,,,,,,,,,Croatia,00:46:22.907,Pass,
829,,,,,,,,,,,0.2,,,,,,,,,,,,,fbd435ac-0665-4998-a55b-bfc7820eafca,2892,,,"[79.0, 60.0]",8658,91,,1.5083776,,,Right Foot,,,,"[80.0, 76.0]",,Ground Pass,16.03122,Incomplete,Marko Pjaca,,,,2,Regular Play,Luka Modrić,Right Center Midfield,175,Croatia,"['790478c1-febb-4836-9aa0-47cbada070ac', 'daa835a7-a2f3-4bc7-af21-5388eb8f2d92']",27,,,,,,,,,,,,,,,Croatia,00:46:27.507,Pass,
830,,,,,,,,,,,1.36,,,,,,,,,,,,,ec5f92b8-8afe-424a-8ef0-1c6319f9fbef,2896,,,"[41.0, 3.0]",8658,91,,0.066568166,,,Left Foot,,,,"[56.0, 4.0]",,Ground Pass,15.033297,,Antoine Griezmann,,,,2,Regular Play,Lucas Hernández Pi,Left Back,175,Croatia,['89f489fb-0e43-47a5-8a5f-5dfcd12e7349'],29,,,,,,,,,,,,,,,France,00:46:29.387,Pass,
831,,,,,,,,,,,2.333,,,,,,,,,,,,,7b7e3a75-48d9-4618-94a4-c12258924606,2903,,,"[102.0, 3.0]",8658,92,,1.4016951,,,Right Foot,True,,,"[109.0, 44.0]",,High Pass,41.59327,Incomplete,Paul Pogba,,True,Free Kick,2,From Free Kick,Kylian Mbappé Lottin,Right Center Forward,176,France,"['8bc6f8c3-2118-4f90-9c71-6f09595ef391', 'e80d9356-bc74-409c-8900-086ed6469468']",30,,,,,,,,,,,,,,,France,00:47:30.067,Pass,
832,,,,,,,,,,,1.293,,,,,,,,,,,,,101fb691-96ee-49b1-b787-3b46c9d5b099,2911,,,"[24.0, 53.0]",8658,92,,0.48689923,,,Right Foot,,,,"[41.0, 62.0]",,Ground Pass,19.235384,,Mario Mandžukić,,,,2,Regular Play,Luka Modrić,Right Center Midfield,178,Croatia,"['2beb4586-30ef-4cfd-9d5d-30f86dad042a', '95503bfd-c35e-4835-a3f6-6c4382c42f60']",40,,,,,,,,,,,,,,,Croatia,00:47:40.267,Pass,True
833,,,,,,,,,,,0.147,,,,,,,,,,,,,8792ff0b-06fb-4907-b02c-6d09e7434975,2913,,,"[39.0, 66.0]",8658,92,,0.9272952,,,Right Foot,,,,"[42.0, 70.0]",,Ground Pass,5.0,Incomplete,,,,,2,Regular Play,Mario Mandžukić,Center Forward,178,Croatia,['52b02fdd-2489-41d9-ab44-8d8d8f4618cd'],41,,,,,,,,,,,,,,,Croatia,00:47:41.560,Pass,
834,,,,,,,,,,,1.96,,,,,,,,,,,,,52b02fdd-2489-41d9-ab44-8d8d8f4618cd,2914,,,"[79.0, 11.0]",8658,92,,-0.35877067,,,Right Foot,,,,"[95.0, 5.0]",,Ground Pass,17.088007,Incomplete,Kylian Mbappé Lottin,,,Recovery,2,Regular Play,Corentin Tolisso,Left Midfield,178,Croatia,"['2e3e4260-2330-45bd-8dbb-d25d7bdc75af', '8792ff0b-06fb-4907-b02c-6d09e7434975', 'd75fbc6b-9595-43aa-9bbd-462683157ee6']",41,,,,,,,,,,,,,,,France,00:47:41.707,Pass,
835,,,,,,,,,,,4.24,,,,,,,,,,,,,d75fbc6b-9595-43aa-9bbd-462683157ee6,2916,,,"[26.0, 76.0]",8658,92,,-0.63274884,,,Right Foot,,,,"[86.0, 32.0]",,High Pass,74.404305,Incomplete,Andrej Kramarić,,True,Recovery,2,Regular Play,Dejan Lovren,Right Center Back,178,Croatia,"['45a42cca-0c39-48bf-b57b-2e386b3bba45', '52b02fdd-2489-41d9-ab44-8d8d8f4618cd', 'f79de934-be6a-4d4f-99f5-035cc96e249a']",43,,,,,,,,,,,,,,,Croatia,00:47:43.667,Pass,
836,,,,,,,,,,,1.48,,,,,,,,,,,,,45a42cca-0c39-48bf-b57b-2e386b3bba45,2918,,,"[35.0, 49.0]",8658,92,,-0.124354996,,,Head,,,,"[51.0, 47.0]",,High Pass,16.124516,Incomplete,,,,Recovery,2,Regular Play,Raphaël Varane,Right Center Back,178,Croatia,"['7dff5b4f-0842-4560-81cc-c91606fac053', 'd75fbc6b-9595-43aa-9bbd-462683157ee6']",47,,,,,,,,,,,,,,,France,00:47:47.907,Pass,
837,,,,,,,,,,,1.04,,,,,,,,,,,,,7755e068-acc1-49f7-b337-853d2cdfdbad,2922,,,"[34.0, 47.0]",8658,92,,-1.19029,,,Right Foot,,,,"[36.0, 42.0]",,Low Pass,5.3851647,,Antoine Griezmann,,,Recovery,2,Regular Play,"Steven N""Kemboanza Mike Christopher Nzonzi",Left Defensive Midfield,178,Croatia,['f3070bc8-b685-4a44-9006-3f85d5b08d73'],51,,,,,,,,,,,,,,,France,00:47:51.827,Pass,
838,,,,,,,,,,,1.573,,,,,,,,,,,,,882e92ac-96ff-48c3-9add-aa093a802035,2926,,,"[36.0, 10.0]",8658,92,,1.2753555,,,Right Foot,,,,"[43.0, 33.0]",,Ground Pass,24.04163,,Dejan Lovren,,,Recovery,2,Regular Play,Domagoj Vida,Left Center Back,178,Croatia,['57de5601-f4d0-4a37-a5c5-e76ad1308772'],59,,,,,,,,,,,,,,,Croatia,00:47:59.307,Pass,
839,,,,,,,,,,,1.413,,,,,,,,,,,,,bdab38ba-7ede-4fa8-91ae-fc861690e0d4,2929,,,"[44.0, 21.0]",8658,93,,-0.5880026,,,Right Foot,,,,"[56.0, 13.0]",,Ground Pass,14.422205,,Marcelo Brozović,,,,2,Regular Play,Dejan Lovren,Right Center Back,178,Croatia,['ef8933b0-e3cb-42b0-911c-538ca4b5054e'],0,,,,,,,,,,,,,,,Croatia,00:48:00.907,Pass,
840,,,,,,,,,,,1.253,,,,,,,,,,,,,d57b8ace-0b73-418d-913b-6d28d276bdc3,2932,,,"[69.0, 11.0]",8658,93,,-0.48689923,,,Right Foot,,,,"[86.0, 2.0]",,Ground Pass,19.235384,,Andrej Kramarić,,,,2,Regular Play,Marcelo Brozović,Center Defensive Midfield,178,Croatia,['be190f87-fda9-4c0e-9cf5-267a46f9bd8e'],4,,,,,,,,,,,,,,,Croatia,00:48:04.947,Pass,
841,,,,,,,,,,,1.213,,,,,,,,,,,,,5ed0c9c2-3948-4367-a3df-a8293cfef520,2935,,,"[95.0, 5.0]",8658,93,,0.0,,,Right Foot,,,,"[105.0, 5.0]",,Ground Pass,10.0,,Ivan Perišić,,,,2,Regular Play,Andrej Kramarić,Right Wing,178,Croatia,['ad2fd610-da21-4597-81aa-2d8101697015'],8,,,,,,,,,,,,,,,Croatia,00:48:08.147,Pass,
842,,,,,,,,,,,4.653,,,,,,,,,,,,,23380d90-91b6-4be6-b0a8-3168e4eac5c7,2940,,,"[15.0, 79.0]",8658,93,,0.0,,,Right Foot,,,,"[63.0, 79.0]",,High Pass,48.0,Incomplete,,,,,2,Regular Play,Benjamin Pavard,Right Back,178,Croatia,['76aff801-417f-4751-a7cc-eadfeef36779'],10,,,,,,,,,,,,,,,France,00:48:10.987,Pass,
843,,,,,,,,,,,1.453,,,,,,,,,,,,,ee5e65ea-8608-46cb-a160-c3fb4a1131ce,2943,,,"[60.0, 2.0]",8658,93,,0.49934673,,,Right Foot,,,,"[71.0, 8.0]",,Ground Pass,12.529964,,Ivan Rakitić,,,,2,Regular Play,Domagoj Vida,Left Center Back,178,Croatia,['84a8b30e-d61a-4709-a74b-ea98473bebb4'],16,,,,,,,,,,,,,,,Croatia,00:48:16.827,Pass,
844,,,,,,,,,,,1.133,,,,,,,,,,,,,3cbd725d-e27d-4c79-a1d2-3a6bc351c9cc,2946,,,"[75.0, 17.0]",8658,93,,-0.07677189,,,Right Foot,,,,"[88.0, 16.0]",,Ground Pass,13.038404,,Marcelo Brozović,,,,2,Regular Play,Ivan Rakitić,Left Center Midfield,178,Croatia,['9b538bf5-d3d8-4f5a-86fb-7872a1b75567'],20,,,,,,,,,,,,,,,Croatia,00:48:20.587,Pass,
845,,,,,,,,,,,2.853,,,,,,,,,,,,,f1f71d28-a452-4bc7-97be-3e5fe8742f3e,2957,,,"[70.0, 58.0]",8658,94,,0.28805545,,,Head,,,,"[97.0, 66.0]",,High Pass,28.160255,Incomplete,Kylian Mbappé Lottin,,,,2,Regular Play,Nabil Fekir,Right Midfield,180,France,"['6a259cff-4cea-4603-9a18-043b0fd882a4', 'a783acce-0612-4b2f-8127-67299b1925ed']",16,,,,,,,,,,,,,,,France,00:49:16.627,Pass,
846,,,,,,,,,,,2.4,,,,,,,,,,,,,34c4e1ab-85a0-4463-b14f-4eb2950838b1,2961,,,"[42.0, 17.0]",8658,94,,0.063743316,,,Right Foot,,,,"[89.0, 20.0]",,High Pass,47.095646,Incomplete,Marko Pjaca,,,,2,Regular Play,Domagoj Vida,Left Center Back,180,France,"['65f246d4-bc94-4b11-b8d6-bcdcfd55dc82', 'bfe1d450-808d-49a2-ba45-e8f1e87c03d5']",24,,,,,,,,,,,,,,,Croatia,00:49:24.147,Pass,
847,,,,,,,,,,,2.48,,,,,,,,,,,,,9dc35246-40d8-4c0d-8153-661db5d45ddd,2965,,,"[31.0, 61.0]",8658,94,,0.4743999,,,Left Foot,,,,"[68.0, 80.0]",,High Pass,41.59327,Out,,,,,2,Regular Play,Raphaël Varane,Right Center Back,180,France,,27,,,,,,,,,,,,,,,France,00:49:27.307,Pass,
848,,,,,,,,,,,0.959,,,,,,,,,,,,,2b50639e-981e-4297-8c0e-5e8bc6f2cfa2,2966,,,"[50.0, 1.0]",8658,94,,0.7853982,,,,,,,"[58.0, 9.0]",,High Pass,11.313708,,Ivan Rakitić,,,Throw-in,2,From Throw In,Marcelo Brozović,Center Defensive Midfield,181,Croatia,['6a931043-eed1-40ce-8f4b-de8285e92fa2'],32,,,,,,,,,,,,,,,Croatia,00:49:32.120,Pass,
849,,,,,,,,,,,1.44,,,,,,,,,,,,,d3c90fea-c04a-4a4d-970b-f7b8b4be7077,2969,,,"[58.0, 14.0]",8658,94,,-0.32175055,,,Right Foot,,,,"[94.0, 2.0]",,Ground Pass,37.94733,,Ivan Perišić,,,,2,From Throw In,Ivan Rakitić,Left Center Midfield,181,Croatia,['62c92811-8613-47ce-bcc1-5f43aa2c570b'],37,,,,,,,,,,,,,,,Croatia,00:49:37.267,Pass,
850,,,,,,,,,,,2.6,,,,,,,,,,,,,d363360b-382d-41ff-b246-139df573edbc,2973,,,"[102.0, 4.0]",8658,94,,1.2627436,,,Left Foot,True,,,"[116.0, 48.0]",,High Pass,46.173584,Incomplete,,,True,,2,From Throw In,Ivan Perišić,Left Wing,181,Croatia,"['41d8a15c-a3e8-48d6-a18a-d7d7018f79f2', 'b060cfff-9d26-42a8-b431-41a0406757f1']",42,,,,,,,,,,,,,,,Croatia,00:49:42.827,Pass,True
851,,,,,,,,,,,1.32,,,,,,,,,,,,,4a74b841-e3a7-4032-bd81-bc2f4545e50f,2976,,,"[18.0, 31.0]",8658,95,,-0.1746722,,,Drop Kick,,,,"[52.0, 25.0]",,High Pass,34.525352,Unknown,,,,,2,From Keeper,Hugo Lloris,Goalkeeper,182,France,,1,,,,,,,,,,,,,,,France,00:50:01.987,Pass,
852,,,,,,,,,,,,,,,,,,,,,,,,329cb470-9b7a-4b19-b8d2-50fa902295af,6,,,"[50.0, 42.0]",8658,0,,,,,,,,,,,,,,,,,,1,From Kick Off,Marcelo Brozović,Center Defensive Midfield,2,Croatia,['918ffaaf-3cee-41e5-87e2-4bcc8d43a859'],1,,,,,,,,,,,,,,,Croatia,00:00:01.559,Ball Receipt*,
853,,,,,,,,,,,,,,,,,,,,,,,,1a3cda1b-1796-4126-855e-8af1d9fdb4b1,10,,,"[44.0, 51.0]",8658,0,,,,,,,,,,,,,,,,,,1,From Kick Off,Luka Modrić,Right Center Midfield,2,Croatia,"['028c24b1-ea60-41d4-aa74-9275471cdda6', 'd91b85db-797c-4746-8efe-6f74c4f8c69f']",3,,,,,,,,,,,,,,,Croatia,00:00:03.120,Ball Receipt*,True
854,,,,,,,,,,,,,,,,,,,,,,,,3cf2fd18-1c1b-47fd-b5bb-05b221b9f491,13,,,"[42.0, 79.0]",8658,0,,,,,,,,,,,,,,,,,,1,From Kick Off,Šime Vrsaljko,Right Back,2,Croatia,['b207d109-9908-4163-9971-9496fe6d265c'],5,,,,,,,,,,,,,,,Croatia,00:00:05.200,Ball Receipt*,
855,,,,,,,,,,,,,,,,,,,,,,,,251dceb4-b79a-42ff-96de-c0d64cec332a,18,,,"[10.0, 49.0]",8658,0,,,,,,,,,,,,,,,,,,1,From Kick Off,Danijel Subašić,Goalkeeper,2,Croatia,['0f85cbc5-389a-483b-901b-c3f8a65e32ab'],8,,,,,,,,,,,,,,,Croatia,00:00:08.907,Ball Receipt*,
856,Incomplete,,,,,,,,,,,,,,,,,,,,,,,154084ad-dd66-4369-983b-095f7943c203,22,,,"[72.0, 41.0]",8658,0,,,,,,,,,,,,,,,,,,1,From Kick Off,Mario Mandžukić,Center Forward,2,Croatia,['8e15fe37-fe08-4386-af24-a165fb04165b'],13,,,,,,,,,,,,,,,Croatia,00:00:13.627,Ball Receipt*,
857,,,,,,,,,,,,,,,,,,,,,,,,0435a356-19a2-46c2-a9aa-c37ff87d0ce4,26,,,"[61.0, 25.0]",8658,0,,,,,,,,,,,,,,,,,,1,From Kick Off,Ivan Rakitić,Left Center Midfield,2,Croatia,['3b539679-116a-442c-be03-9ad534a23d02'],17,,,,,,,,,,,,,,,Croatia,00:00:17.706,Ball Receipt*,
858,,,,,,,,,,,,,,,,,,,,,,,,e350a327-f951-4e91-84b5-c4c6f990ce39,30,,,"[68.0, 2.0]",8658,0,,,,,,,,,,,,,,,,,,1,From Kick Off,Ivan Strinić,Left Back,2,Croatia,['820270c5-644c-40d7-98d6-ad68b172aabc'],20,,,,,,,,,,,,,,,Croatia,00:00:20.119,Ball Receipt*,
859,,,,,,,,,,,,,,,,,,,,,,,,9c44218c-a839-4913-8158-0711733b9764,33,,,"[65.0, 27.0]",8658,0,,,,,,,,,,,,,,,,,,1,From Kick Off,Marcelo Brozović,Center Defensive Midfield,2,Croatia,['e5e868f7-ad48-4403-bb7a-328b34dd01a2'],22,,,,,,,,,,,,,,,Croatia,00:00:22.080,Ball Receipt*,
860,,,,,,,,,,,,,,,,,,,,,,,,93c7b01f-16a1-4d18-a41b-f5e34b77027d,37,,,"[66.0, 22.0]",8658,0,,,,,,,,,,,,,,,,,,1,From Kick Off,Ivan Perišić,Left Wing,2,Croatia,['3ec633c6-1d08-4120-8028-7ea556a61db9'],24,,,,,,,,,,,,,,,Croatia,00:00:24.160,Ball Receipt*,
