x,y,is_goal,period,Assisted,Zone,IndividualPlay,RegularPlay,LeftFoot,RightFoot,FromCorner,FirstTouch,Head,BigChance,SetPiece,Volley,FastBreak,ThrowinSetPiece,Penalty,OneOnOne,KeyPass,DirectFreekick,OwnGoal,OtherBodyPart,DirectCorner
91.4,67.7,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
80.3,56.0,False,SecondHalf,,Center,True,,True,,True,True,,,,,,,,,,,,,
88.0,75.0,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
91.0,34.6,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
82.4,63.2,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
81.9,51.7,False,FirstHalf,,Center,True,True,True,,,True,,,,,,,,,,,,,
73.5,69.5,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
76.2,36.6,False,FirstHalf,,Center,,,True,,,,,,,,,,,,,True,,,
80.6,45.2,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
95.9,54.1,True,FirstHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
81.6,34.5,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
87.7,58.5,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
86.7,40.8,False,SecondHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
95.5,56.8,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
81.2,50.2,False,SecondHalf,True,Center,,,,True,True,,,,,,,,,,,,,,
94.9,49.6,True,SecondHalf,,Center,,,,,True,True,True,True,,,,,,,,,,,
78.0,56.6,False,SecondHalf,True,Center,,,,True,True,True,,,,,,,,,,,,,
90.8,39.4,False,SecondHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
93.1,53.4,True,FirstHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
93.7,61.5,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
75.9,54.6,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
78.0,72.3,True,SecondHalf,True,Center,,,,True,,True,,,True,,,,,,,,,,
91.4,63.2,False,SecondHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
87.2,36.0,False,SecondHalf,True,Center,,,,True,,,,True,,,True,,,,,,,,
75.3,49.1,False,SecondHalf,,Center,True,,True,,True,True,,,,,,,,,,,,,
90.3,28.5,False,SecondHalf,,Center,,True,,True,,,,,,,,,,,,,,,
91.3,51.4,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
92.8,46.0,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
98.2,56.5,False,SecondHalf,True,Center,,,,,True,True,,True,,,,,,,,,,True,
93.3,40.1,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
84.6,32.8,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
73.2,32.1,False,SecondHalf,True,Center,True,True,True,,,True,,,,,,,,,,,,,
93.3,46.2,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
76.6,50.6,True,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
91.7,44.4,False,FirstHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
90.5,54.8,False,FirstHalf,,Center,,True,,,,True,True,True,,,,,,,,,,,
92.7,50.5,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
72.0,53.4,True,FirstHalf,True,Center,True,,,True,True,,,,,,,,,,,,,,
89.5,57.9,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
86.8,65.3,False,FirstHalf,,Center,,True,,True,,,,,,,,,,,,,,,
85.1,62.0,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
90.0,46.7,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
87.2,43.7,True,FirstHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
95.1,51.5,True,FirstHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,
86.5,39.3,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
90.1,49.3,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
91.0,43.0,False,FirstHalf,True,Center,,True,True,,,True,,True,,True,,,,,,,,,
69.4,67.7,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
78.5,54.2,False,FirstHalf,,Center,,,,True,True,True,,,,,,,,,,,,,
86.8,56.8,False,SecondHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
86.8,63.6,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
88.3,69.5,False,SecondHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
93.8,63.9,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
80.8,65.9,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
92.3,50.1,False,FirstHalf,,Center,,True,,,,True,True,True,,,,,,,,,,,
91.5,50.3,False,FirstHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
74.9,37.0,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
86.2,37.6,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
75.4,49.0,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
89.6,51.1,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
90.1,55.2,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
92.5,41.3,True,SecondHalf,True,Center,,True,True,,,True,,True,,,,,,True,,,,,
81.3,38.3,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
85.7,62.8,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
89.8,59.1,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
81.1,65.2,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
71.9,29.3,False,FirstHalf,,Center,,,,True,,,,,,,,,,,,True,,,
78.1,64.2,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
72.1,58.4,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
89.6,68.1,True,SecondHalf,True,Center,,,True,,,,,,,,True,,,,,,,,
98.6,47.1,False,FirstHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
81.1,46.2,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
76.0,69.9,False,FirstHalf,,Center,True,,,True,True,True,,,,,,,,,,,,,
91.2,48.3,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
81.6,47.7,False,FirstHalf,True,Center,,,True,,,True,,,,True,,True,,,,,,,
86.4,54.5,True,FirstHalf,True,Center,,,True,,,True,,,,,,True,,,,,,,
85.5,66.7,False,FirstHalf,,Center,True,,True,,True,,,,,,,,,,,,,,
73.1,45.4,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
91.5,50.7,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
85.5,67.1,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
75.9,50.1,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
90.3,44.0,False,FirstHalf,True,Center,,,,,,True,True,,True,,,,,,,,,,
69.0,49.1,False,FirstHalf,True,Center,True,,,True,True,,,,,,,,,,,,,,
81.9,37.8,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
85.4,67.8,False,SecondHalf,,Center,,,,True,,True,,,,,,True,,,,,,,
99.4,99.5,True,SecondHalf,,Left,,,,True,True,,,,,,,,,,,,,,True
86.5,55.4,False,SecondHalf,True,Center,,,,,,True,True,,True,,,,,,,,,,
80.6,26.0,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
87.4,51.1,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
80.2,31.1,False,SecondHalf,,Center,True,,True,,,,,,,,,True,,,,,,,
90.6,56.8,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
92.7,55.2,True,SecondHalf,True,Center,,,,True,,True,,True,,,True,,,,,,,,
89.9,35.0,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
81.2,48.3,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
82.1,68.5,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
86.0,74.9,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
79.1,69.5,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
88.7,54.8,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
75.0,59.9,False,SecondHalf,,Center,True,True,True,,,,,,,,,,,,,,,,
80.6,51.3,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
91.7,48.8,False,SecondHalf,,Center,,,,,True,True,True,,,,,,,,,,,,
78.0,33.0,False,SecondHalf,True,Center,,,True,,True,,,,,,,,,,,,,,
87.0,38.9,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
86.7,42.1,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
84.9,44.2,False,SecondHalf,True,Center,,,True,,,True,,,True,True,,,,,,,,,
86.1,65.4,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
87.5,52.4,False,SecondHalf,,Center,,,,,,True,True,,,,,True,,,,,,,
85.7,45.5,False,SecondHalf,True,Center,,,True,,,,,,,,,True,,,,,,,
77.8,38.5,False,SecondHalf,,Center,True,,,True,,True,,,True,,,,,,,,,,
86.2,42.4,False,SecondHalf,True,Center,,,True,,,True,,,True,,,,,,,,,,
86.4,75.0,False,SecondHalf,True,Center,,True,True,,,True,,True,,,,,,,True,,,,
96.9,47.0,True,SecondHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,
82.2,62.2,False,FirstHalf,,Center,,,,True,True,,,,,,,,,,,,,,
85.3,58.8,False,FirstHalf,,Center,,,True,,True,,,,,True,,,,,,,,,
81.9,32.9,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
77.8,55.5,False,FirstHalf,,Center,True,,True,,True,True,,,,True,,,,,,,,,
90.1,51.9,False,FirstHalf,True,Center,,True,,True,,True,,True,,True,,,,,,,,,
95.7,51.5,False,FirstHalf,True,Center,,,,True,True,True,,True,,True,,,,,,,,,
71.6,54.0,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
95.9,61.3,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
77.7,51.9,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
85.0,70.9,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
80.9,46.7,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
87.6,58.1,False,SecondHalf,True,Center,,,,True,,True,,,,,True,,,,,,,,
94.0,69.3,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
86.2,69.5,False,SecondHalf,,Center,,True,True,,,,,,,,,,,,,,,,
75.7,55.6,False,SecondHalf,True,Center,,,True,,True,True,,,,,,,,,,,,,
93.1,47.2,False,SecondHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
96.7,53.8,True,SecondHalf,,Center,,True,,True,,True,,True,,,,,,,,,,,
76.2,57.4,False,SecondHalf,,Center,True,True,True,,,,,,,,,,,,,,,,
89.2,40.7,False,FirstHalf,True,Center,,True,,True,,,,True,,,,,,,,,,,
90.5,42.4,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
94.8,41.3,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
88.3,58.8,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
86.3,69.6,True,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
78.9,47.0,False,SecondHalf,,Center,,,,True,,,,,,,,,,,,True,,,
88.4,53.6,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
76.5,32.1,False,SecondHalf,True,Center,True,,True,,True,,,,,,,,,,,,,,
87.4,36.0,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
88.3,54.2,False,FirstHalf,,Center,,True,,True,,,,,,,,,,,,,,,
85.7,45.1,False,FirstHalf,,Center,,True,,True,,,,,,,,,,,,,,,
78.2,61.7,False,FirstHalf,,Center,,,,True,,,,,,,,,,,,True,,,
90.7,34.7,False,SecondHalf,True,Center,,,,True,True,True,,,,,,,,,,,,,
95.2,42.5,False,SecondHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
94.0,39.9,False,SecondHalf,,Center,,True,,True,,True,,True,,True,,,,,,,,,
90.7,50.0,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
94.9,44.1,True,SecondHalf,True,Center,,True,,True,,True,,True,,True,,,,,,,,,
79.1,66.8,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
80.0,65.3,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
86.2,35.4,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
86.2,61.8,False,FirstHalf,True,Center,,,True,,True,True,,,,True,,,,,,,,,
76.0,67.2,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
83.7,54.1,False,SecondHalf,,Center,,True,,True,,True,,,,,,,,,True,,,,
94.8,53.4,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
88.7,32.0,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
89.5,61.8,False,SecondHalf,True,Center,,True,True,,,True,,,,True,,,,,,,,,
93.5,41.2,False,SecondHalf,,Center,,,,True,,True,,,,,,True,,,,,,,
93.2,53.8,False,FirstHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
90.5,26.0,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
87.9,31.0,False,FirstHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
87.8,34.0,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
89.5,69.4,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
87.0,44.4,False,FirstHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
95.7,41.2,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
97.9,41.1,False,FirstHalf,True,Center,,,True,,True,True,,,,,,,,,,,,,
88.7,35.4,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
84.9,48.1,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
91.1,33.8,False,FirstHalf,True,Center,,,,True,,,,,,,True,,,,,,,,
76.9,69.7,False,FirstHalf,,Center,,,,True,,,,,,,,,,,,True,,,
91.8,46.7,False,FirstHalf,True,Center,,,,True,True,True,,,,True,,,,,,,,,
97.0,33.0,False,SecondHalf,,Center,,True,,True,,,,,,,,,,,,,,,
89.8,70.1,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
89.7,33.9,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
91.8,75.1,False,SecondHalf,True,Center,,,True,,True,,,,,,,,,,,,,,
81.2,70.4,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
74.1,42.4,False,SecondHalf,True,Center,True,True,True,,,,,,,True,,,,,,,,,
94.5,64.0,True,FirstHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
77.1,52.8,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
95.2,56.0,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
95.0,40.6,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
87.0,32.1,False,SecondHalf,True,Center,,,,True,True,True,,,,,,,,,,,,,
79.8,45.2,False,SecondHalf,,Center,,,,True,True,,,,,True,,,,,,,,,
88.5,50.0,False,SecondHalf,,Center,,,True,,,,,True,,,,,True,,,,,,
92.6,56.2,False,SecondHalf,,Center,,,,,,True,True,True,True,,,,,,,,,,
95.8,37.6,False,SecondHalf,True,Center,,,True,,True,True,,,,True,,,,,,,,,
77.3,64.6,False,SecondHalf,,Center,True,True,True,,,True,,,,,,,,,,,,,
78.8,62.6,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
87.3,31.1,False,SecondHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
90.6,68.6,False,SecondHalf,True,Center,,True,,True,,True,,,,True,,,,,,,,,
71.7,70.5,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
76.6,25.2,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
90.2,49.5,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
83.7,51.5,False,SecondHalf,True,Center,,,,,,True,True,,True,,,,,,,,,,
75.7,55.8,False,FirstHalf,,Center,True,,,True,True,,,,,,,,,,,,,,
81.9,33.9,False,FirstHalf,True,Center,True,,True,,,,,,,,True,,,,,,,,
85.5,57.0,False,FirstHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
89.9,62.7,True,FirstHalf,,Center,,True,,True,,,,True,,,,,,,,,,,
79.1,70.3,False,FirstHalf,,Center,,,True,,,,,,,,,,,,,True,,,
83.7,35.4,False,FirstHalf,,Center,,,True,,True,True,,,,,,,,,,,,,
88.9,66.4,False,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
95.1,52.3,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
77.4,64.8,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
80.3,50.9,False,SecondHalf,,Center,,,,True,,True,,,True,True,,,,,,,,,
80.5,62.4,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
96.3,67.9,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
91.4,47.9,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
81.8,42.7,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
87.5,59.7,False,SecondHalf,True,Center,True,True,,True,,,,True,,,,,,,,,,,
71.6,31.3,False,SecondHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
87.8,60.2,False,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
63.4,27.3,False,SecondHalf,True,Center,True,True,True,,,True,,,,,,,,,,,,,
87.5,73.9,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
77.7,26.1,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
85.3,36.0,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
85.5,36.6,False,SecondHalf,True,Center,True,,True,,,,,,,,True,,,,,,,,
87.3,66.4,True,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
89.2,54.1,False,FirstHalf,True,Center,,True,True,,,True,,,,True,,,,,,,,,
82.8,47.3,False,FirstHalf,,Center,,True,,True,,True,,,,,,,,,,,,,
89.8,49.1,False,FirstHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
93.9,50.9,False,FirstHalf,True,Center,,,,,,True,True,True,True,,,,,,,,,,
90.8,58.8,False,FirstHalf,True,Center,,True,True,,,,,,,True,,,,,,,,,
75.4,67.0,False,FirstHalf,,Center,,,True,,,,,,,,,,,,,True,,,
91.8,55.7,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
74.7,30.7,False,SecondHalf,,Center,,,,True,,,,,,,,,,,,True,,,
86.1,42.3,True,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
78.2,30.0,False,SecondHalf,,Center,True,,,True,True,True,,,,True,,,,,,,,,
78.2,73.6,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
73.8,74.6,False,FirstHalf,,Center,True,True,True,,,True,,,,True,,,,,,,,,
91.9,45.0,False,FirstHalf,True,Center,,,,,,True,True,True,True,,,,,,,,,,
78.0,39.9,False,FirstHalf,,Center,,,True,,,,,,,,,,,,,True,,,
90.2,47.7,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
88.6,35.4,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
82.8,43.2,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
77.1,68.7,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
90.1,48.1,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
82.7,46.4,False,SecondHalf,True,Center,,,,True,,True,,True,,,True,,,True,,,,,
77.7,32.6,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
85.0,19.7,False,FirstHalf,,Right,,,True,,,,,,,,,,,,,True,,,
72.5,53.0,False,FirstHalf,,Center,,,,True,,True,,,True,,,,,,,,,,
93.3,46.4,True,FirstHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,
92.3,41.1,False,SecondHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,
73.5,31.2,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
88.0,42.7,False,SecondHalf,,Center,,True,True,,,True,,,,True,,,,,,,,,
76.3,46.0,False,SecondHalf,True,Center,,,,True,,True,,,,True,,True,,,,,,,
71.7,53.7,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
86.5,57.9,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
80.9,50.9,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
86.0,70.6,False,FirstHalf,,Center,True,True,True,,,,,,,,,,,,,,,,
93.1,40.1,False,FirstHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
84.3,37.8,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
81.2,46.6,False,FirstHalf,,Center,,True,True,,,True,,,,True,,,,,,,,,
90.6,68.1,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
89.8,57.0,False,SecondHalf,True,Center,,,True,,,,,,,,True,,,,,,,,
93.0,56.8,False,SecondHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
91.1,51.2,False,SecondHalf,,Center,,True,,True,,True,,,,True,,,,,,,,,
86.1,32.9,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
78.4,43.8,False,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
85.0,69.2,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
84.9,51.5,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
84.2,37.8,False,SecondHalf,,Center,True,,True,,True,,,,,,,,,,,,,,
97.4,45.2,False,SecondHalf,True,Center,,,,,True,True,True,True,,,,,,,,,,,
91.6,33.4,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
85.9,53.9,False,FirstHalf,,Center,True,,True,,True,True,,,,True,,,,,,,,,
73.1,51.1,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
85.3,75.2,False,FirstHalf,,Center,,,True,,True,True,,,,True,,,,,,,,,
85.0,30.7,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
90.6,34.0,False,SecondHalf,,Center,True,,True,,,,,,,True,,True,,,,,,,
75.1,52.3,False,SecondHalf,,Center,True,True,,True,,True,,,,,,,,,,,,,
87.7,47.2,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
82.2,63.2,False,SecondHalf,True,Center,,True,True,,,True,,,,,,,,,,,,,
92.6,58.9,False,SecondHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
80.6,52.3,False,SecondHalf,,Center,True,True,,True,,,,,,True,,,,,,,,,
94.6,54.4,False,SecondHalf,True,Center,,,,True,True,True,,True,,,,,,,,,,,
88.5,67.4,False,FirstHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
74.3,45.6,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
96.9,46.8,True,FirstHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
76.9,59.7,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
85.9,36.2,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
86.6,46.9,False,SecondHalf,True,Center,,,,True,True,True,,,,True,,,,,,,,,
93.1,43.0,False,SecondHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
85.3,33.1,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
78.3,60.5,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
71.8,64.6,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
90.7,64.0,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
80.9,39.5,False,SecondHalf,,Center,,,True,,,,,,,,,,,,,True,,,
72.6,44.6,False,SecondHalf,,Center,True,True,,True,,,,,,,,,,,,,,,
81.6,46.4,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
94.5,44.5,False,FirstHalf,True,Center,,True,True,,,True,,True,,,,,,,,,,,
90.3,53.7,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
91.2,39.2,False,FirstHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
87.8,68.5,False,FirstHalf,True,Center,,,True,,True,,,,,,,,,,,,,,
91.4,68.3,False,FirstHalf,True,Center,True,,,True,,,,,,,True,,,,,,,,
94.3,40.0,False,FirstHalf,True,Center,,,,,True,True,True,,,,,,,,,,,,
86.4,52.6,True,FirstHalf,,Center,,True,,True,,True,,True,,,,,,,,,,,
76.3,68.3,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
93.1,42.1,False,FirstHalf,True,Center,,True,,,,True,True,,,,,,,,,,,,
74.6,50.1,False,FirstHalf,True,Center,True,True,True,,,,,,,,,,,,,,,,
92.9,53.6,True,FirstHalf,True,Center,,True,,True,,True,,True,,,,,,,,,,,
71.5,50.4,True,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
75.9,64.5,False,SecondHalf,,Center,True,True,True,,,,,,,,,,,,,,,,
87.8,34.4,False,SecondHalf,True,Center,True,,True,,,,,,,,True,,,,,,,,
87.4,57.3,False,SecondHalf,,Center,,True,,True,,,,,,,,,,,,,,,
86.3,45.9,False,SecondHalf,True,Center,,True,True,,,,,True,,,,,,,,,,,
86.8,36.4,False,SecondHalf,True,Center,True,True,True,,,,,,,,,,,,True,,,,
90.7,54.5,False,SecondHalf,True,Center,,True,,,,True,True,True,,,,,,,,,,,
83.3,57.9,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
85.0,37.7,True,FirstHalf,True,Center,,True,True,,,,,,,,,,,,,,,,
85.0,70.5,False,FirstHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
96.5,35.6,False,FirstHalf,True,Center,True,,True,,,,,True,,,True,,,True,,,,,
78.8,47.3,False,FirstHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
87.1,38.9,False,SecondHalf,True,Center,,True,True,,,,,True,,,,,,True,,,,,
90.8,31.3,False,SecondHalf,True,Center,,True,,True,,,,,,,,,,,,,,,
86.8,63.2,False,SecondHalf,True,Center,,True,,True,,True,,,,,,,,,,,,,
80.5,63.6,False,SecondHalf,True,Center,True,True,,True,,,,,,,,,,,,,,,
87.9,58.7,True,SecondHalf,True,Center,,,,True,,True,,True,,,True,,,,,,,,
