id,eventId,minute,second,teamId,x,y,period,type,outcome,playerId,endX,endY
2248234057,231,17,23,Barcelona,68.8,50.8,1,Dispossessed,Successful,9,,
2248234069,141,17,23,Valladolid,31.2,49.2,1,Tackle,Successful,279711,,
2248234125,132,17,24,Valladolid,29.1,41,1,Pass,Successful,106868,32.2,47.6
2248234113,133,17,25,Valladolid,32.2,61.8,1,BallRecovery,Successful,369557,,
2248234161,134,17,28,Valladolid,42.1,83.8,1,TakeOn,Successful,369557,,
2248234167,213,17,28,Barcelona,57.9,16.2,1,Challenge,Unsuccessful,28,,
2248234173,135,17,33,Valladolid,73.6,87.6,1,Pass,Unsuccessful,369557,77,85.2
2248234177,214,17,36,Barcelona,21.6,20.4,1,Interception,Successful,28,,
2248234209,136,17,37,Valladolid,76.9,86.1,1,BallTouch,Successful,121544,,
2248234245,215,17,37,Barcelona,24.7,31.3,1,BallRecovery,Successful,8,,
2248234293,216,17,38,Barcelona,24.2,32.4,1,Pass,Successful,8,33.8,37
2248234315,217,17,41,Barcelona,29.6,41.2,1,Pass,Successful,16,27.8,64.9
2248234345,218,17,46,Barcelona,27.8,65.8,1,Pass,Successful,18,23.6,48.7
2248234347,219,17,52,Barcelona,28.9,48.1,1,Pass,Successful,4,26.5,70.5
2248234365,220,17,57,Barcelona,45.3,70.6,1,Pass,Successful,15,46.8,55.1
2248234367,137,18,2,Valladolid,25.8,45.7,1,Challenge,Unsuccessful,106868,,
2248234359,221,18,2,Barcelona,74.2,54.3,1,TakeOn,Successful,21,,
2248234491,222,18,4,Barcelona,66.3,54.7,1,Foul,Successful,21,,
2248234845,138,18,4,Valladolid,33.7,45.3,1,Foul,Unsuccessful,106868,,
2248234479,224,18,23,Barcelona,53,51.8,1,Pass,Successful,21,57,74.2
2248234571,232,18,24,Barcelona,61.1,70.8,1,Pass,Successful,15,81.9,85.4
2248235577,223,18,25,Barcelona,81.2,81.7,1,Pass,Unsuccessful,18,86.5,40.1
2248234509,139,18,25,Valladolid,16.7,35.3,1,Clearance,Successful,365371,27.5,14
2248234525,257,18,28,Barcelona,79.8,79.1,1,Pass,Successful,18,68.6,50.4
2248234541,225,18,29,Barcelona,73.4,70.9,1,Pass,Successful,8,62.9,50.3
2248234551,226,18,33,Barcelona,78.5,46.7,1,Pass,Successful,16,86.4,14
2248234559,227,18,35,Barcelona,86.1,14.7,1,Pass,Successful,2,80.8,29.4
2248234885,228,18,36,Barcelona,78.9,30.1,1,Pass,Successful,8,82.4,52.1
2248263329,229,18,37,Barcelona,82.2,51.9,1,Pass,Unsuccessful,10,100,60.6
2248263345,142,19,18,Valladolid,4.3,41.9,1,Pass,Unsuccessful,91254,62,23.2
2248234871,233,19,22,Barcelona,35,76.1,1,Interception,Successful,21,,
2248234897,234,19,24,Barcelona,23.8,73.9,1,Pass,Successful,15,18.2,88.4
2248234899,235,19,25,Barcelona,18.3,88.4,1,BallRecovery,Successful,18,,
2248234915,236,19,26,Barcelona,18.3,88.4,1,Pass,Successful,18,10.7,49.3
2248234923,237,19,27,Barcelona,10,50.3,1,Pass,Successful,1,29.7,52.4
2248234931,238,19,28,Barcelona,29.1,52.2,1,Pass,Successful,8,17.1,60.8
2248234949,239,19,30,Barcelona,16.6,62.6,1,Pass,Successful,4,13.1,83.5
2248234965,240,19,32,Barcelona,13.2,84.2,1,Pass,Successful,15,26.3,70.6
2248235047,241,19,34,Barcelona,25.9,66.1,1,Pass,Successful,8,36.2,35.8
2248235103,242,19,44,Barcelona,64.2,42.8,1,Pass,Successful,10,66,27.4
2248235115,243,19,51,Barcelona,66.8,33,1,Pass,Successful,8,65.3,21
2248235131,244,19,53,Barcelona,65.1,21,1,Pass,Successful,28,59.9,31.9
2248235147,245,19,55,Barcelona,61.4,33,1,Pass,Successful,8,63.2,47.5
2248235159,246,19,58,Barcelona,67.5,52.1,1,Pass,Successful,10,74,56.4
2248235191,247,19,59,Barcelona,72.6,55.4,1,Pass,Successful,16,76.1,50
2248235193,248,20,2,Barcelona,84.6,62.3,1,SavedShot,Successful,10,,
2248235203,143,20,2,Valladolid,3,47,1,Save,Successful,91254,,
2248235215,144,20,3,Valladolid,9,46.8,1,CornerAwarded,Unsuccessful,91254,,
2248235205,249,20,3,Barcelona,91,53.2,1,CornerAwarded,Successful,10,,
2248235399,250,20,26,Barcelona,99.5,99.5,1,Pass,Successful,10,80.5,10
2248235411,251,20,32,Barcelona,86,9.4,1,Pass,Successful,2,77.4,21.3
2248235429,252,20,34,Barcelona,79.6,18.9,1,Pass,Unsuccessful,8,91.3,52.4
2248235433,145,20,37,Valladolid,7.2,45,1,Aerial,Successful,365371,,
2248235437,253,20,37,Barcelona,92.8,55,1,Aerial,Unsuccessful,4,,
2248235447,146,20,37,Valladolid,5.9,42.5,1,Clearance,Successful,365371,23.9,37.1
2248235457,254,20,38,Barcelona,73.9,62.9,1,Pass,Successful,16,80.2,79.6
2248235475,255,20,42,Barcelona,77.8,76.3,1,Pass,Successful,10,93.8,48.2
2248235479,256,20,44,Barcelona,92.4,50.2,1,Goal,Successful,15,,
2248235903,147,21,52,Valladolid,50.1,50,1,Pass,Successful,382939,45.7,42.2
2248238135,199,21,54,Valladolid,45.4,44.1,1,Pass,Successful,106868,46.3,58.1
2248235931,149,21,59,Valladolid,61.7,55.3,1,Pass,Successful,279711,62.8,12.6
2248235953,150,22,0,Valladolid,59.7,11.6,1,Pass,Successful,369557,68.9,4.6
2248235979,151,22,3,Valladolid,67.4,7.3,1,Pass,Successful,121734,66.7,17.9
2248235993,152,22,6,Valladolid,66.7,17.9,1,Pass,Successful,279711,53.6,13.9
2248236001,153,22,8,Valladolid,53.6,13.9,1,Pass,Successful,106868,61.1,9.7
2248236015,154,22,9,Valladolid,61.1,9.7,1,Pass,Successful,121734,62,18.1
2248236027,155,22,11,Valladolid,59.1,34.6,1,Pass,Successful,279711,41.9,63.2
2248236039,156,22,13,Valladolid,41.9,63.2,1,Pass,Successful,362276,53,94.4
2248236075,157,22,16,Valladolid,54.4,96,1,Pass,Successful,121544,72.8,96.8
2248236079,158,22,19,Valladolid,72.8,96.8,1,BallTouch,Unsuccessful,141533,,
2248236067,258,22,20,Barcelona,28.3,6.2,1,BallRecovery,Successful,28,,
2248236099,259,22,21,Barcelona,28.6,7.4,1,Pass,Successful,28,36.2,23
2248236135,260,22,26,Barcelona,54.7,28.2,1,Pass,Successful,8,60.8,8.2
2248236137,261,22,33,Barcelona,72.7,34,1,SavedShot,Successful,10,,
2248236147,159,22,33,Valladolid,14.4,55.2,1,Save,Successful,362276,,
2248236797,175,22,34,Valladolid,20.7,66.4,1,BallTouch,Successful,279711,,
2248236811,176,22,35,Valladolid,25.4,59,1,BallTouch,Successful,106868,,
2248236189,162,22,36,Valladolid,34.1,44.3,1,BallRecovery,Successful,402185,,
2248236171,160,22,38,Valladolid,40.1,40,1,Dispossessed,Successful,402185,,
2248236175,262,22,38,Barcelona,59.9,60,1,Tackle,Successful,10,,
2248236185,263,22,39,Barcelona,64.5,55.2,1,TakeOn,Unsuccessful,10,,
2248236589,161,22,39,Valladolid,35.5,44.8,1,Tackle,Unsuccessful,369557,,
2248236183,267,22,40,Barcelona,59,63,1,BallTouch,Successful,10,,
2248236209,163,22,42,Valladolid,36.3,43.4,1,Foul,Successful,369557,,
2248236229,264,22,42,Barcelona,63.7,56.6,1,Foul,Unsuccessful,21,,
2248236371,164,23,4,Valladolid,39.4,34.3,1,Pass,Successful,106868,30.3,25.4
2248236385,165,23,6,Valladolid,30.3,25.4,1,Pass,Successful,365371,31.1,64.4
2248236415,166,23,8,Valladolid,30.7,64.1,1,Pass,Successful,362276,31.7,27.1
2248236475,167,23,11,Valladolid,33.1,22.7,1,Pass,Successful,365371,73.7,5.6
2248236481,168,23,17,Valladolid,76.4,4.6,1,TakeOn,Unsuccessful,369557,,
2248236485,265,23,17,Barcelona,23.6,95.4,1,Tackle,Successful,15,,
2248236607,170,23,33,Valladolid,74.5,0,1,Pass,Successful,121734,77.4,9.8
2248236635,171,23,35,Valladolid,77.4,9.8,1,Pass,Successful,369557,71.2,10.3
2248236675,172,23,38,Valladolid,70.6,24.5,1,Pass,Successful,106868,71.4,89.6
2248236679,173,23,42,Valladolid,70.4,92.6,1,BallTouch,Unsuccessful,121544,,
2248236871,269,24,9,Barcelona,34.8,0,1,Pass,Successful,2,35,22.2
2248236879,270,24,10,Barcelona,34.7,23.7,1,BallTouch,Successful,21,,
2248236885,177,24,13,Valladolid,38.8,55.8,1,BallRecovery,Successful,365371,,
2248236903,178,24,13,Valladolid,38.8,55.8,1,Pass,Successful,365371,47,29.9
2248236917,179,24,17,Valladolid,55.4,27.5,1,Pass,Successful,121734,55.6,42.7
2248236929,180,24,20,Valladolid,55.6,42.7,1,Pass,Successful,106868,42.3,52.2
2248236937,181,24,21,Valladolid,42.3,52.2,1,Pass,Successful,362276,39.5,28
2248236947,182,24,24,Valladolid,40.3,27.7,1,Pass,Successful,365371,52.6,5.8
2248236965,183,24,26,Valladolid,53.3,5.8,1,Pass,Successful,121734,53.8,17.8
2248237009,184,24,29,Valladolid,53.9,14.6,1,Pass,Successful,106868,61.2,3.1
2248237029,185,24,33,Valladolid,70.8,5.1,1,TakeOn,Successful,121734,,
2248237017,271,24,33,Barcelona,29.2,94.9,1,Challenge,Unsuccessful,8,,
2248237035,186,24,35,Valladolid,76.5,2.3,1,BallTouch,Unsuccessful,121734,,
2248237131,273,24,48,Barcelona,15.4,100,1,Pass,Successful,18,12.7,90.9
2248237139,274,24,49,Barcelona,12.8,90.9,1,Pass,Successful,8,17.8,97.4
2248237149,275,24,52,Barcelona,16.9,97.8,1,Pass,Successful,18,16.3,88
2248237179,276,24,53,Barcelona,16.3,88.1,1,Pass,Successful,8,9.4,52.1
2248237217,277,24,56,Barcelona,9.1,51,1,Pass,Successful,1,30,4
2248237229,278,25,0,Barcelona,29.1,5,1,Pass,Successful,2,30,27.3
2248237251,279,25,2,Barcelona,30,27.4,1,Pass,Successful,4,29.5,36.7
2248237265,280,25,5,Barcelona,26.7,34.9,1,Pass,Successful,8,25.6,63.3
2248237287,281,25,8,Barcelona,25.7,67.3,1,Pass,Successful,15,39.9,71.2
2248237317,282,25,10,Barcelona,36.9,66.7,1,Pass,Successful,21,32.8,13.7
2248237329,283,25,19,Barcelona,40.6,16.1,1,Pass,Successful,28,64.4,14.6
2248237359,284,25,20,Barcelona,61.8,15.3,1,Pass,Successful,2,57.4,3.5
2248237375,285,25,24,Barcelona,55.8,6.2,1,Pass,Successful,10,43.8,12.3
2248237391,286,25,26,Barcelona,44,13.7,1,Pass,Successful,28,38.4,42.4
2248237399,287,25,28,Barcelona,37.8,44.5,1,Pass,Successful,4,36,64.2
2248237417,288,25,30,Barcelona,35.6,67.3,1,Pass,Successful,15,45.9,94.2
2248237431,289,25,33,Barcelona,57.9,89.6,1,Pass,Successful,18,59.4,71.4
2248237491,290,25,36,Barcelona,62,73.6,1,Pass,Successful,21,64,46.1
2248237517,291,25,43,Barcelona,62.3,37.1,1,Pass,Successful,8,58.5,19.1
2248237525,292,25,46,Barcelona,60.2,16.8,1,Pass,Successful,28,68.6,3.4
2248237533,293,25,48,Barcelona,65.2,8,1,Pass,Successful,2,62.7,24.1
2248237553,294,25,49,Barcelona,62.3,26.2,1,Pass,Successful,8,70.4,26.8
2248237563,295,25,52,Barcelona,72.3,26.4,1,Pass,Successful,10,63.7,27
2248237589,296,25,54,Barcelona,63,27.1,1,Pass,Successful,8,74.9,4.7
2248237597,297,25,56,Barcelona,74,7.7,1,Pass,Successful,2,77.3,17
2248237613,298,25,57,Barcelona,77.3,16.8,1,Pass,Successful,16,73.5,7.3
2248237625,299,25,59,Barcelona,72.3,8.2,1,Pass,Unsuccessful,2,78.2,13.2
2248237633,300,26,0,Barcelona,78.2,13.2,1,BallTouch,Unsuccessful,16,,
2248237799,189,26,20,Valladolid,31.2,100,1,Pass,Successful,121544,44.7,95.7
2248237827,190,26,23,Valladolid,44.7,95.4,1,Pass,Successful,141533,54.1,97.5
2248237831,191,26,24,Valladolid,54.1,97.5,1,BallTouch,Unsuccessful,402185,,
2248237961,303,26,42,Barcelona,44.1,0,1,Pass,Successful,28,47.5,7.6
2248237965,304,26,44,Barcelona,51,6,1,Dispossessed,Successful,21,,
2248238019,193,26,44,Valladolid,49,94,1,Tackle,Successful,382939,,
2248238027,194,26,49,Valladolid,41.2,95.6,1,BallRecovery,Successful,121544,,
2248238031,195,26,49,Valladolid,41.2,95.6,1,Pass,Successful,121544,40.4,87.5
2248238039,196,26,50,Valladolid,40.4,87.5,1,Pass,Successful,106868,31.7,72.9
2248238045,197,26,51,Valladolid,31.7,72.9,1,Pass,Successful,365371,34.8,93.8
2248238071,198,26,52,Valladolid,34.7,94.7,1,Pass,Unsuccessful,362276,65.2,73.5
2248238105,305,26,55,Barcelona,28.1,26.1,1,Pass,Successful,4,42.2,13.2
2248238107,306,26,56,Barcelona,41.2,13.5,1,BallRecovery,Successful,21,,
2248238119,307,26,58,Barcelona,39,18.3,1,Pass,Successful,21,34.6,10.9
2248238149,308,26,59,Barcelona,34.7,11.7,1,Pass,Successful,28,24,27.1
2248238167,309,27,5,Barcelona,24,27.1,1,Pass,Successful,4,24.9,64.2
2248238191,310,27,7,Barcelona,33,66,1,Pass,Successful,15,30.6,52.1
2248238195,311,27,11,Barcelona,47.1,49.3,1,Pass,Successful,21,58.8,51
2248238231,312,27,12,Barcelona,57.6,51,1,Pass,Successful,8,41.9,14.3
2248238251,313,27,17,Barcelona,48.9,13.7,1,Pass,Successful,28,44.4,42.4
2248238281,314,27,20,Barcelona,45.4,44.3,1,Pass,Successful,4,44.7,67.9
2248238305,315,27,23,Barcelona,44.4,70.8,1,Pass,Successful,15,59.4,68.2
2248238341,316,27,25,Barcelona,54.4,68.1,1,Pass,Successful,16,46.9,57.9
2248238353,317,27,30,Barcelona,60.2,63,1,Pass,Successful,21,62.3,46.9
2248238369,318,27,31,Barcelona,61.9,49,1,Pass,Successful,10,57,41
2248238403,319,27,32,Barcelona,57,41,1,Pass,Successful,8,61.2,47.8
2248238427,320,27,36,Barcelona,69.1,57.9,1,Pass,Successful,10,66.5,44.8
2248238465,321,27,40,Barcelona,67.2,36.4,1,Pass,Successful,8,81,4.9
2248238471,322,27,46,Barcelona,97,14.4,1,Pass,Unsuccessful,2,94.9,40.6
2248238547,200,27,47,Valladolid,7.7,57.2,1,Clearance,Successful,362276,29.4,90.3
2248238507,323,27,50,Barcelona,78,6.8,1,Pass,Successful,28,75.9,17.3
2248238519,324,27,51,Barcelona,74,19.8,1,Pass,Successful,8,88.4,24.7
2248238535,325,27,54,Barcelona,85.4,25.2,1,Pass,Successful,16,86.6,5.8
2248238541,326,27,57,Barcelona,90.6,5.6,1,Pass,Unsuccessful,2,91.8,13.7
2248238553,201,27,57,Valladolid,9.6,91.2,1,Clearance,Successful,121544,9.6,91.2
2248238599,328,28,4,Barcelona,86.2,0,1,Pass,Successful,2,67.7,8.3
2248238637,329,28,8,Barcelona,67.9,8.3,1,Pass,Successful,28,56.3,43.1
2248238689,330,28,10,Barcelona,53.9,42.8,1,Pass,Successful,4,59.2,9.1
2248238699,331,28,15,Barcelona,74.8,14.1,1,Pass,Successful,28,78.7,28.3
2248238705,332,28,16,Barcelona,78.7,28.2,1,BallTouch,Unsuccessful,9,,
2248238725,203,28,19,Valladolid,24.1,71.9,1,BallRecovery,Successful,106868,,
2248238733,204,28,19,Valladolid,24.1,71.9,1,Pass,Successful,106868,26.7,60.3
2248238751,205,28,20,Valladolid,26,59.6,1,Pass,Successful,279711,14.6,40.3
2248238761,206,28,22,Valladolid,14.1,39.5,1,Pass,Unsuccessful,365371,38.6,23.9
2248238769,333,28,23,Barcelona,69.9,77.3,1,Pass,Successful,21,79.1,83.6
2248238771,334,28,24,Barcelona,77.7,84.5,1,BallRecovery,Successful,18,,
2248238775,335,28,25,Barcelona,77.9,84.4,1,Pass,Successful,18,62.4,82.7
2248238797,336,28,26,Barcelona,62.8,82.3,1,Pass,Successful,15,68.1,64.6
2248238833,337,28,30,Barcelona,68.1,73.2,1,Pass,Successful,8,78.2,62.9
2248238839,338,28,37,Barcelona,74.8,71.7,1,Pass,Unsuccessful,10,80.5,74.4
2248238845,207,28,38,Valladolid,22.9,20.3,1,BallRecovery,Successful,369557,,
2248238919,208,28,42,Valladolid,27.2,37.3,1,Pass,Successful,369557,45.8,58.2
2248238941,209,28,48,Valladolid,62.3,31.3,1,Pass,Successful,141533,65.5,10.1
2248238955,210,28,53,Valladolid,62.9,7.7,1,Pass,Successful,121734,54.9,13.3
2248239001,211,28,55,Valladolid,54.2,14.6,1,Pass,Successful,106868,45.1,71.7
2248250017,11213,29,,Valladolid,72.1,65.3,1,OffsideGiven,Unsuccessful,382939,,
2248239013,212,29,2,Valladolid,59.7,81.8,1,Pass,Successful,362276,69.9,72.6
2248239017,213,29,4,Valladolid,69.9,72.6,1,OffsidePass,Successful,402185,72.1,65.3
2248239019,339,29,4,Barcelona,26,47.6,1,OffsideProvoked,Successful,18,,
2248239135,341,29,20,Barcelona,32.9,32.4,1,Pass,Successful,4,47.2,30
2248239143,342,29,21,Barcelona,46.8,30,1,Pass,Successful,21,46.3,6.1
2248239149,343,29,22,Barcelona,46,6.1,1,Pass,Successful,2,30.9,15.8
2248239163,344,29,23,Barcelona,31.4,15.8,1,Pass,Successful,28,28.5,41.9
2248239185,345,29,26,Barcelona,28.5,41.9,1,Pass,Successful,4,30.8,72
2248239197,346,29,27,Barcelona,30.1,72.4,1,Pass,Successful,15,44,62.7
2248239237,347,29,29,Barcelona,42.8,60.7,1,Foul,Successful,8,,
2248239285,214,29,29,Valladolid,57.2,39.3,1,Foul,Unsuccessful,106868,,
2248239369,348,29,54,Barcelona,44.3,53.9,1,Pass,Successful,8,47.9,78.8
2248239383,349,29,55,Barcelona,48.4,79,1,Pass,Successful,15,70,95.3
2248239391,350,29,56,Barcelona,70.3,94.4,1,Pass,Successful,18,75.3,85
2248239405,351,29,58,Barcelona,75.5,85.3,1,Pass,Successful,16,74.4,90.8
2248239433,352,29,59,Barcelona,74.6,94.4,1,Pass,Successful,18,89.7,85.7
2248239437,353,30,5,Barcelona,94.9,75.2,1,TakeOn,Unsuccessful,16,,
2248239441,215,30,5,Valladolid,5.1,24.8,1,Tackle,Unsuccessful,365371,,
2248239449,354,30,6,Barcelona,95.4,77,1,BallTouch,Successful,16,,
2248239691,217,30,34,Valladolid,4.7,40.6,1,Pass,Unsuccessful,91254,62.7,24.8
2248239679,356,30,37,Barcelona,34.1,73.9,1,Aerial,Successful,21,,
2248239695,357,30,38,Barcelona,31.1,72.6,1,Pass,Unsuccessful,21,61.2,50.6
2248239685,218,30,39,Valladolid,62.7,24.8,1,Aerial,Unsuccessful,402185,,
2248239709,219,30,40,Valladolid,37,42.2,1,Pass,Unsuccessful,362276,54.7,52.8
2248239707,358,30,40,Barcelona,50.8,49.3,1,Interception,Successful,8,,
2248239711,359,30,41,Barcelona,62.9,44,1,BallRecovery,Successful,10,,
2248239717,360,30,43,Barcelona,67,43,1,Dispossessed,Successful,10,,
2248239735,220,30,43,Valladolid,33,57,1,Tackle,Successful,279711,,
2248239741,221,30,45,Valladolid,28.6,44,1,BallRecovery,Successful,365371,,
2248239747,222,30,45,Valladolid,28.6,44,1,Pass,Unsuccessful,365371,42.9,64.2
2248239751,361,30,47,Barcelona,56.4,34.6,1,BallRecovery,Successful,28,,
2248239811,362,30,47,Barcelona,57.2,32.4,1,Pass,Successful,28,76.5,4.9
2248239821,363,30,53,Barcelona,92.3,17.6,1,Pass,Successful,2,92.6,42.3
2248239831,364,30,55,Barcelona,91.8,46.3,1,SavedShot,Successful,9,,
2248239857,224,30,55,Valladolid,1.7,49.1,1,Save,Successful,91254,,
2248239851,223,30,56,Valladolid,1.7,49.1,1,KeeperPickup,Successful,91254,,
2248251195,11232,31,,Valladolid,55.2,48.8,1,OffsideGiven,Unsuccessful,382939,,
2248239981,225,31,10,Valladolid,8.7,46.1,1,Pass,Unsuccessful,91254,53.8,60.5
2248240005,365,31,13,Barcelona,44.4,42.2,1,Pass,Unsuccessful,4,61.8,79.9
2248240023,226,31,17,Valladolid,39.4,27.2,1,Pass,Successful,121734,44.8,20.3
2248240045,227,31,18,Valladolid,44.8,20.3,1,Pass,Successful,369557,47.2,22.1
2248240065,228,31,20,Valladolid,46.6,13.6,1,Pass,Unsuccessful,106868,60.8,12.1
2248240053,366,31,21,Barcelona,34.3,89.9,1,Interception,Successful,15,,
2248240061,367,31,22,Barcelona,34.8,92,1,BallRecovery,Successful,15,,
2248240075,368,31,23,Barcelona,34.4,92.3,1,Pass,Successful,15,42.2,84.8
2248240121,369,31,24,Barcelona,42.2,84.8,1,Pass,Successful,16,59.6,95.7
2248240125,370,31,30,Barcelona,53.1,70.7,1,Pass,Unsuccessful,21,53,66.6
2248240141,229,31,30,Valladolid,31.5,17.4,1,BlockedPass,Successful,279711,,
2248240143,230,31,32,Valladolid,14.4,27.7,1,BallRecovery,Successful,365371,,
2248240153,231,31,32,Valladolid,14.4,27.7,1,Pass,Successful,365371,3.6,39.5
2248240195,232,31,33,Valladolid,3.6,39.5,1,OffsidePass,Successful,91254,55.2,48.8
2248240167,371,31,33,Barcelona,46.5,47.5,1,OffsideProvoked,Successful,4,,
2248240291,372,31,55,Barcelona,46.5,47.5,1,Pass,Successful,4,74.4,38.3
2248240323,373,31,56,Barcelona,75.3,38.3,1,Pass,Unsuccessful,21,87.6,35.5
2248240289,233,31,57,Valladolid,21.5,66.6,1,Interception,Successful,362276,,
2248240349,374,31,59,Barcelona,80.7,21.9,1,Pass,Unsuccessful,21,81.3,0
2248240489,235,32,18,Valladolid,21.3,100,1,Pass,Unsuccessful,121544,42.4,95.6
2248240505,376,32,20,Barcelona,58.4,4.4,1,Pass,Successful,2,63.1,15
2248240513,377,32,23,Barcelona,61.5,14.9,1,Pass,Successful,21,70.8,20.3
2248240517,378,32,24,Barcelona,70.6,20.9,1,Pass,Successful,10,60.8,31
2248240529,379,32,25,Barcelona,61.6,31.2,1,Pass,Successful,8,75.6,38.3
2248240537,380,32,26,Barcelona,73.8,37.4,1,BallRecovery,Successful,16,,
2248240539,381,32,27,Barcelona,68.7,41.4,1,Foul,Successful,16,,
2248240571,236,32,27,Valladolid,31.3,58.6,1,Foul,Unsuccessful,279711,,
2248240801,382,33,0,Barcelona,69,44.9,1,Pass,Unsuccessful,10,100,39.5
2248240857,238,33,12,Valladolid,4.4,57.9,1,Pass,Successful,91254,10.1,75.9
2248240879,239,33,12,Valladolid,10.1,75.9,1,Pass,Successful,362276,18.4,90.2
2248240885,240,33,15,Valladolid,19.1,88.1,1,Pass,Unsuccessful,121544,20.8,87.2
2248240887,384,33,15,Barcelona,58.4,23.7,1,BlockedPass,Successful,2,,
2248240905,241,33,20,Valladolid,31.2,60.8,1,Foul,Successful,279711,,
2248240911,385,33,20,Barcelona,68.8,39.2,1,Foul,Unsuccessful,21,,
2248241077,242,33,49,Valladolid,37.7,62,1,Pass,Successful,279711,45.9,1.7
2248241085,243,33,50,Valladolid,45.9,1.7,1,Pass,Unsuccessful,121734,58.3,8.2
2248241087,386,33,52,Barcelona,39.4,93.6,1,Interception,Successful,18,,
2248241099,387,33,53,Barcelona,44.3,86.6,1,BallRecovery,Successful,16,,
2248241119,388,33,53,Barcelona,43,82,1,Pass,Successful,16,40.2,69.7
2248241127,389,33,54,Barcelona,40.2,69.7,1,Pass,Successful,8,38.4,85.9
2248241169,390,33,56,Barcelona,37,79.4,1,Pass,Successful,16,25.6,53.7
2248241193,391,34,1,Barcelona,26.4,55.7,1,Pass,Successful,4,27.7,77
2248241237,392,34,3,Barcelona,29,77.5,1,Pass,Successful,15,54,75.4
2248241273,394,34,9,Barcelona,61.9,73,1,Foul,Successful,21,,
2248241267,244,34,9,Valladolid,38.1,27,1,Foul,Unsuccessful,106868,,
2248241303,395,34,15,Barcelona,62.7,68.8,1,Pass,Successful,16,61.5,9.5
2248241313,396,34,18,Barcelona,61.5,10,1,Pass,Successful,28,58,29.4
2248241337,397,34,19,Barcelona,58,29.4,1,Pass,Successful,10,58.4,43.9
2248241347,398,34,23,Barcelona,58.4,44,1,Pass,Successful,8,59.1,86.3
2248241367,399,34,24,Barcelona,59.5,86.6,1,Pass,Successful,15,74.5,93.8
2248241379,400,34,28,Barcelona,78.7,86.3,1,Pass,Successful,18,72.5,68.8
2248241389,401,34,29,Barcelona,73.1,69.7,1,Pass,Successful,8,72.6,51.3
2248241393,245,34,32,Valladolid,27.1,50.2,1,Challenge,Unsuccessful,141533,,
2248241391,402,34,32,Barcelona,72.9,49.8,1,TakeOn,Successful,21,,
2248241397,403,34,32,Barcelona,70.1,49.1,1,Pass,Successful,21,77.5,43.6
2248241401,404,34,33,Barcelona,76.8,44.2,1,Pass,Successful,10,69.8,57.8
2248241421,405,34,34,Barcelona,69.9,57.3,1,Pass,Successful,8,72.7,45.7
2248241443,406,34,36,Barcelona,70.6,41.8,1,Pass,Successful,10,95.1,28.8
2248241449,407,34,38,Barcelona,94.2,25.6,1,Pass,Successful,2,96.7,49.5
2248241471,408,34,40,Barcelona,96.4,47.9,1,Goal,Successful,9,,
2248241923,246,35,44,Valladolid,49.5,50.3,1,Pass,Successful,382939,18.5,13.6
2248241931,247,35,45,Valladolid,18.5,13.6,1,Pass,Unsuccessful,121734,54.5,38.6
2248241951,409,35,47,Barcelona,38.7,61.8,1,Pass,Unsuccessful,15,65.8,21.8
2248241991,248,35,51,Valladolid,35.5,72.8,1,Pass,Successful,121544,41.3,70.7
2248242003,249,35,53,Valladolid,39.7,72.6,1,Pass,Successful,279711,28.9,73.1
2248242005,250,35,55,Valladolid,28.9,73.1,1,Pass,Unsuccessful,121544,34.7,35.9
2248242009,410,35,56,Barcelona,69,58.2,1,BallRecovery,Successful,16,,
2248242017,411,35,57,Barcelona,70.5,59,1,Pass,Unsuccessful,16,72,41.2
2248242025,251,35,59,Valladolid,28.4,48.5,1,Interception,Successful,362276,,
2248242029,412,35,59,Barcelona,71.3,32.5,1,Pass,Successful,8,86.4,24
2248242043,413,36,2,Barcelona,85.8,24.6,1,Pass,Successful,2,87.6,35.4
2248242047,414,36,4,Barcelona,88.6,39.7,1,SavedShot,Successful,10,,
2248242059,253,36,4,Valladolid,4.6,54,1,Save,Successful,91254,,
2248242055,252,36,5,Valladolid,4.6,50,1,KeeperPickup,Successful,91254,,
2248242171,254,36,26,Valladolid,15.1,44.6,1,Pass,Unsuccessful,91254,69.7,48.4
2248242175,415,36,29,Barcelona,19.2,59.4,1,BallRecovery,Successful,4,,
2248242185,416,36,30,Barcelona,19.2,59.4,1,Pass,Successful,4,23,75.6
2248242223,417,36,31,Barcelona,23.1,75.3,1,Pass,Successful,15,30.2,64.3
2248242225,418,36,35,Barcelona,27,65.2,1,Pass,Successful,21,37.6,73.8
2248242233,419,36,37,Barcelona,39.5,77.5,1,Pass,Successful,8,61.3,94.7
2248242237,420,36,39,Barcelona,62.7,94.2,1,Pass,Unsuccessful,18,63.2,73.9
2248242241,255,36,42,Valladolid,38.1,20.5,1,Interception,Successful,279711,,
2248242245,256,36,43,Valladolid,38.9,11.6,1,BallRecovery,Successful,369557,,
2248242263,257,36,44,Valladolid,38,12.5,1,Pass,Successful,369557,29.9,4.9
2248242271,258,36,46,Valladolid,29.9,4.9,1,Pass,Successful,121734,24.9,24.8
2248242283,259,36,48,Valladolid,24.7,32.6,1,Pass,Successful,365371,23.4,50.6
2248242291,260,36,50,Valladolid,21.3,47.6,1,Pass,Successful,362276,10.3,44.8
2248242305,261,36,52,Valladolid,10.3,44.8,1,Pass,Unsuccessful,91254,64.8,34.4
