minute,second,teamId,x,y,period,type,outcome,playerId,endX,endY
22,31,Villarreal,92.7,53.9,FirstHalf,MissedShots,Successful,4,,
22,50,Manchester United,4.7,44.2,FirstHalf,Pass,Successful,1,37.2,89.7
22,57,Manchester United,37,89.6,FirstHalf,Pass,Successful,18,32.8,81.4
22,58,Manchester United,32.8,81.4,FirstHalf,Pass,Successful,6,24.8,94.5
23,0,Manchester United,24.8,93.6,FirstHalf,Pass,Successful,23,27.3,84.1
23,2,Manchester United,27.1,81.1,FirstHalf,Pass,Successful,6,33.8,8.2
23,7,Manchester United,46.8,5.6,FirstHalf,Pass,Successful,29,65.1,7.7
23,10,Manchester United,63.6,11.6,FirstHalf,Pass,Successful,11,90.4,63.3
23,13,Manchester United,90.4,63.3,FirstHalf,Pass,Unsuccessful,7,92.5,53.4
23,14,Villarreal,5,46.6,FirstHalf,KeeperPickup,Successful,13,,
23,24,Villarreal,9.5,47.6,FirstHalf,Pass,Unsuccessful,13,33.5,63.4
23,32,Manchester United,72.1,37.4,FirstHalf,BallRecovery,Successful,10,,
23,33,Manchester United,72.2,37.3,FirstHalf,SavedShot,Successful,10,,
23,34,Villarreal,3,52.4,FirstHalf,Save,Successful,13,,
23,34,Villarreal,3,52.4,FirstHalf,KeeperPickup,Successful,13,,
23,42,Villarreal,8.2,45.1,FirstHalf,Pass,Successful,13,17,23.3
23,47,Villarreal,21.9,21.6,FirstHalf,Pass,Successful,3,28.1,24.9
23,48,Villarreal,28.1,24.9,FirstHalf,Pass,Successful,25,23.1,15.3
23,50,Villarreal,23.8,11.4,FirstHalf,Pass,Successful,3,23.9,2.2
23,52,Villarreal,22.8,2.5,FirstHalf,Pass,Successful,8,7.6,29.1
23,55,Villarreal,8.7,32.7,FirstHalf,Pass,Successful,13,9,82.3
24,2,Villarreal,15.3,94.1,FirstHalf,Pass,Successful,4,49.1,95.7
24,6,Villarreal,45,97.2,FirstHalf,Pass,Unsuccessful,9,46.8,97.7
24,6,Manchester United,59.9,2.5,FirstHalf,BlockedPass,Successful,3,,
24,6,Villarreal,43.5,97.4,FirstHalf,BallTouch,Successful,9,,
24,17,Manchester United,50.2,0,FirstHalf,Pass,Successful,29,39,17.7
24,23,Manchester United,36.9,33.3,FirstHalf,Pass,Successful,3,45.7,41.8
24,26,Manchester United,45.8,48.7,FirstHalf,Pass,Successful,6,54.9,78.5
24,32,Manchester United,75.9,88,FirstHalf,Pass,Successful,2,75.8,97.1
24,33,Manchester United,75.8,97.1,FirstHalf,Pass,Successful,23,65.9,82.4
24,37,Manchester United,67,66.6,FirstHalf,Pass,Successful,6,73.2,6.4
24,42,Manchester United,73.4,7.4,FirstHalf,Pass,Successful,29,73.1,26.5
24,43,Manchester United,71.7,24.6,FirstHalf,Pass,Successful,18,70.9,9.7
24,46,Manchester United,70.1,34.2,FirstHalf,Pass,Unsuccessful,29,79.7,45.4
24,48,Villarreal,18.9,51.9,FirstHalf,Clearance,Successful,3,23.5,100
25,5,Manchester United,69.7,0,FirstHalf,Pass,Successful,29,44.5,12.2
25,10,Manchester United,47.4,35.1,FirstHalf,Pass,Successful,3,49.9,68.8
25,14,Manchester United,53.2,67.5,FirstHalf,Pass,Successful,2,47.7,44.8
25,19,Manchester United,48,40.9,FirstHalf,Pass,Successful,3,65.8,5.5
25,21,Manchester United,65.8,5.5,FirstHalf,Pass,Successful,29,64.7,17.3
25,22,Manchester United,64.7,17.3,FirstHalf,Pass,Successful,11,55.1,16.1
25,29,Manchester United,58,28.2,FirstHalf,Pass,Successful,39,56.5,70.3
25,33,Manchester United,60,70.9,FirstHalf,Pass,Successful,2,73.6,96.6
25,35,Manchester United,73.4,96,FirstHalf,Pass,Successful,23,71.5,86
25,37,Manchester United,71.5,86,FirstHalf,Pass,Successful,10,61.1,80
25,38,Manchester United,61.1,80,FirstHalf,Pass,Successful,2,67.9,84.1
25,42,Manchester United,67.4,76.1,FirstHalf,Pass,Successful,10,78.3,4
25,52,Manchester United,78.3,9.5,FirstHalf,Pass,Successful,29,73.1,15.9
25,54,Manchester United,73.1,15.9,FirstHalf,Pass,Successful,39,65.7,26.5
25,56,Manchester United,65.7,26.5,FirstHalf,Pass,Unsuccessful,6,94.4,52.5
25,58,Villarreal,5.5,46.2,FirstHalf,Aerial,Successful,13,,
25,58,Manchester United,94.5,53.8,FirstHalf,Aerial,Unsuccessful,18,,
25,58,Villarreal,5.4,44.9,FirstHalf,Claim,Successful,13,,
26,12,Villarreal,8.7,45.1,FirstHalf,Pass,Successful,13,13.9,70.2
26,16,Villarreal,24.1,72.3,FirstHalf,Pass,Unsuccessful,4,46.3,43.7
26,18,Manchester United,56.1,55.8,FirstHalf,BallRecovery,Successful,6,,
26,19,Manchester United,56.1,55.8,FirstHalf,Pass,Successful,6,65.1,65.8
26,20,Manchester United,65.1,65.8,FirstHalf,Pass,Successful,10,60.6,63.9
26,23,Manchester United,62.6,62.6,FirstHalf,Dispossessed,Successful,6,,
26,23,Villarreal,37.4,37.4,FirstHalf,Tackle,Successful,30,,
26,25,Villarreal,33.9,41.9,FirstHalf,BallRecovery,Successful,5,,
26,25,Villarreal,33.9,41.9,FirstHalf,Pass,Successful,5,45,31.6
26,29,Villarreal,53.5,30,FirstHalf,Pass,Successful,7,63.7,38.3
26,33,Villarreal,77.3,36.4,FirstHalf,MissedShots,Successful,30,,
27,0,Manchester United,4.9,50.3,FirstHalf,Pass,Successful,1,6.2,68.8
27,3,Manchester United,4.1,61.7,FirstHalf,Pass,Successful,2,12,3.2
27,6,Manchester United,12,3.2,FirstHalf,Pass,Successful,29,25.2,14.4
27,9,Manchester United,25.4,7.4,FirstHalf,Foul,Successful,39,,
27,9,Villarreal,74.6,92.6,FirstHalf,Foul,Unsuccessful,5,,
27,17,Manchester United,24.9,7.9,FirstHalf,Pass,Successful,29,13.3,32.5
27,19,Manchester United,13.3,32.5,FirstHalf,Pass,Successful,3,20.2,65.5
27,22,Manchester United,20.2,65.5,FirstHalf,Pass,Successful,2,36.4,95.7
27,26,Manchester United,36.5,96,FirstHalf,Pass,Successful,23,29.2,73.9
27,31,Manchester United,23.6,67.6,FirstHalf,Pass,Successful,2,19.3,45.7
27,38,Manchester United,27.1,55.2,FirstHalf,Pass,Successful,3,27.3,79.4
27,40,Manchester United,25.9,78.5,FirstHalf,Pass,Successful,2,6,67.6
27,44,Manchester United,9,55.1,FirstHalf,Pass,Unsuccessful,1,32.1,26.4
27,45,Villarreal,64,70.9,FirstHalf,BallRecovery,Successful,14,,
27,46,Villarreal,65.8,70,FirstHalf,Pass,Successful,14,67.3,56.7
27,48,Villarreal,67.2,60.2,FirstHalf,Pass,Successful,5,65,66.4
27,51,Villarreal,63.9,56,FirstHalf,Pass,Unsuccessful,14,73.7,34.8
27,51,Manchester United,31.4,61.8,FirstHalf,Interception,Successful,6,,
27,53,Villarreal,76.5,29.4,FirstHalf,Pass,Unsuccessful,30,76.8,36.4
27,53,Manchester United,31,56.6,FirstHalf,Interception,Successful,6,,
27,54,Villarreal,77.5,35.7,FirstHalf,BallTouch,Successful,7,,
27,55,Manchester United,13.9,60.6,FirstHalf,BallRecovery,Successful,2,,
27,55,Manchester United,13.9,60.6,FirstHalf,Pass,Successful,2,3.1,52.2
27,58,Manchester United,3.1,47.3,FirstHalf,Pass,Successful,1,21.7,15.8
28,2,Manchester United,27.1,2.4,FirstHalf,Dispossessed,Successful,29,,
28,3,Villarreal,72.9,97.6,FirstHalf,Tackle,Unsuccessful,14,,
28,5,Manchester United,25.9,3.5,FirstHalf,Pass,Successful,29,28.4,19.2
28,6,Manchester United,28.8,22.5,FirstHalf,BallTouch,Successful,39,,
28,10,Manchester United,33,33.4,FirstHalf,Pass,Unsuccessful,6,37.7,39.7
28,10,Villarreal,61.1,66.4,FirstHalf,Pass,Successful,7,64.5,82
28,12,Villarreal,67.3,73.2,FirstHalf,BallRecovery,Successful,14,,
28,13,Villarreal,67.3,73.2,FirstHalf,Pass,Successful,14,63.2,69.6
28,15,Villarreal,62.7,72,FirstHalf,Foul,Successful,5,,
28,15,Manchester United,37.3,28,FirstHalf,Foul,Unsuccessful,7,,
28,52,Villarreal,67.8,73.2,FirstHalf,Pass,Successful,5,92.2,44.5
28,55,Villarreal,91.8,45.1,FirstHalf,Goal,Successful,7,,
30,5,Manchester United,49.9,50.1,FirstHalf,Pass,Successful,18,31,40.7
30,8,Manchester United,30.9,40.7,FirstHalf,Pass,Successful,3,36.4,85.3
30,13,Manchester United,37.3,87.8,FirstHalf,Pass,Successful,23,32.5,62.9
30,19,Manchester United,34,48.8,FirstHalf,Pass,Successful,2,33.3,27.9
30,26,Manchester United,35.8,49.7,FirstHalf,Pass,Successful,3,37,74.2
30,28,Manchester United,37,74.2,FirstHalf,Pass,Successful,2,41.7,91.4
30,30,Manchester United,41.7,91.4,FirstHalf,Pass,Successful,23,58.2,97.4
30,32,Manchester United,57.2,95.7,FirstHalf,Pass,Successful,10,56.8,88.1
30,34,Manchester United,60.9,75.4,FirstHalf,Pass,Unsuccessful,23,63.3,75.1
30,34,Villarreal,35.3,31.2,FirstHalf,BlockedPass,Successful,25,,
30,35,Villarreal,26.5,28.6,FirstHalf,BallRecovery,Successful,5,,
30,35,Villarreal,28.1,26.8,FirstHalf,Pass,Successful,5,17.4,18.2
30,38,Villarreal,18.8,22.7,FirstHalf,Pass,Successful,3,51.6,32.4
30,41,Villarreal,53.1,31.5,FirstHalf,Aerial,Successful,9,,
30,41,Manchester United,46.9,68.5,FirstHalf,Aerial,Unsuccessful,2,,
30,41,Villarreal,51.9,32.4,FirstHalf,Pass,Unsuccessful,9,58.9,35.7
30,42,Manchester United,39.1,63,FirstHalf,BallRecovery,Successful,3,,
30,44,Manchester United,38.4,60.6,FirstHalf,Pass,Successful,3,40.5,27.9
30,47,Manchester United,40.8,27,FirstHalf,Pass,Unsuccessful,29,85.3,30.7
30,51,Villarreal,14.2,71.4,FirstHalf,KeeperPickup,Successful,13,,
30,59,Villarreal,14.2,66.4,FirstHalf,Pass,Successful,13,30.9,91.5
31,2,Villarreal,31.5,92,FirstHalf,Pass,Successful,24,30.6,73
31,4,Villarreal,31,72.9,FirstHalf,Pass,Successful,5,47.5,71.8
31,5,Villarreal,46.1,71.5,FirstHalf,BallTouch,Unsuccessful,9,,
31,5,Manchester United,53.2,26.4,FirstHalf,BallTouch,Successful,3,,
31,7,Manchester United,42.9,23,FirstHalf,BallRecovery,Successful,39,,
31,10,Manchester United,39.9,27,FirstHalf,Pass,Successful,39,36,56.6
31,13,Manchester United,36.4,59.1,FirstHalf,Pass,Successful,2,43.5,88
31,18,Manchester United,46,92.9,FirstHalf,Pass,Unsuccessful,23,80.9,74.7
31,20,Villarreal,19.9,24,FirstHalf,Clearance,Successful,3,29.4,0
31,25,Manchester United,59.9,100,FirstHalf,Pass,Successful,23,46.1,78.1
31,29,Manchester United,47.1,75.4,FirstHalf,Pass,Successful,2,55.9,63.1
31,32,Manchester United,51.7,56.1,FirstHalf,Pass,Successful,39,43.5,26.8
31,35,Manchester United,43.5,26.8,FirstHalf,Pass,Successful,3,47,69.3
31,38,Manchester United,49.6,69.3,FirstHalf,Pass,Successful,2,63.2,96
31,42,Manchester United,62.8,91.2,FirstHalf,Pass,Successful,23,47,65.1
31,46,Manchester United,47.8,57.9,FirstHalf,Pass,Successful,2,46.5,40.7
31,53,Manchester United,55.3,48.7,FirstHalf,Pass,Successful,3,52.6,66.7
31,56,Manchester United,55.5,70,FirstHalf,Pass,Successful,2,65.7,76.6
31,58,Manchester United,65.4,77.9,FirstHalf,Pass,Successful,18,83,84.8
32,0,Manchester United,83,84.8,FirstHalf,Pass,Successful,23,75.7,77.5
32,1,Manchester United,75.7,77.5,FirstHalf,Pass,Unsuccessful,10,88.6,76.1
32,1,Villarreal,13.8,20,FirstHalf,BallRecovery,Successful,8,,
32,5,Villarreal,24.5,34.5,FirstHalf,Pass,Successful,8,32.6,38.2
32,7,Villarreal,33.2,41,FirstHalf,TakeOn,Unsuccessful,14,,
32,7,Manchester United,66.8,59,FirstHalf,Tackle,Unsuccessful,39,,
32,7,Villarreal,33.3,38,FirstHalf,BallTouch,Successful,14,,
32,9,Manchester United,67.2,56.3,FirstHalf,BallRecovery,Successful,39,,
32,11,Manchester United,70,53.1,FirstHalf,BallTouch,Unsuccessful,39,,
32,12,Villarreal,27.3,53.6,FirstHalf,BallRecovery,Successful,5,,
32,12,Villarreal,27.3,56,FirstHalf,Pass,Successful,5,47.4,67.9
32,16,Villarreal,48.8,66.4,FirstHalf,Pass,Unsuccessful,9,52,54.6
32,17,Manchester United,47.5,44.8,FirstHalf,BallRecovery,Successful,6,,
32,17,Manchester United,48.4,46.2,FirstHalf,Pass,Successful,6,52.6,40
32,19,Manchester United,54.7,37.9,FirstHalf,Pass,Successful,39,68,39.4
32,21,Manchester United,68.2,37.4,FirstHalf,Pass,Successful,7,68.2,13.7
32,24,Manchester United,70,15.3,FirstHalf,Pass,Successful,11,68.6,29.7
32,25,Manchester United,68.6,29.7,FirstHalf,Pass,Successful,39,63.2,42.4
32,28,Manchester United,63.3,43.6,FirstHalf,Pass,Successful,6,66,81.2
32,31,Manchester United,68.2,84.8,FirstHalf,Pass,Successful,23,57.8,65.1
32,35,Manchester United,57.8,65.1,FirstHalf,Pass,Successful,2,55.5,41
32,37,Manchester United,56.4,38.5,FirstHalf,Pass,Successful,3,66,7.4
32,39,Manchester United,66,7.4,FirstHalf,Pass,Successful,29,69.1,15.3
32,42,Manchester United,69.1,15.3,FirstHalf,Pass,Unsuccessful,18,88.5,50.3
32,44,Villarreal,12.4,46.6,FirstHalf,Clearance,Successful,3,15.3,56.1
32,45,Villarreal,15.3,56.1,FirstHalf,Clearance,Successful,5,36,68.7
32,47,Villarreal,35.3,69.4,FirstHalf,Aerial,Successful,9,,
32,47,Manchester United,64.7,30.6,FirstHalf,Aerial,Unsuccessful,39,,
32,47,Villarreal,36.4,68.7,FirstHalf,Pass,Unsuccessful,9,46.9,72
32,50,Manchester United,59.1,17.7,FirstHalf,Pass,Successful,3,66.4,3.7
32,52,Villarreal,35.2,95.2,FirstHalf,Challenge,Unsuccessful,14,,
32,52,Manchester United,64.8,4.8,FirstHalf,TakeOn,Successful,29,,
32,53,Manchester United,65.7,13.5,FirstHalf,Pass,Unsuccessful,29,78.3,0
33,13,Villarreal,20.9,100,FirstHalf,Pass,Successful,24,21.2,92
33,15,Villarreal,21.5,87.7,FirstHalf,Pass,Successful,5,12.6,61.2
33,17,Villarreal,9.4,61.8,FirstHalf,Pass,Successful,3,3.5,81.2
33,19,Villarreal,3.3,81.2,FirstHalf,Pass,Unsuccessful,4,37,26.4
33,22,Manchester United,64.4,73.5,FirstHalf,Pass,Successful,23,47.2,67.3
33,25,Manchester United,47.2,67.5,FirstHalf,BallRecovery,Successful,6,,
33,29,Manchester United,58,71.5,FirstHalf,Pass,Successful,6,67.5,76.9
33,31,Manchester United,64.9,76.7,FirstHalf,Pass,Successful,18,47.7,67.3
33,34,Manchester United,52.1,68.7,FirstHalf,Pass,Successful,2,59.9,91.4
33,37,Manchester United,59.8,88.1,FirstHalf,Pass,Successful,18,47.8,66.1
33,40,Manchester United,47.1,57.5,FirstHalf,Pass,Successful,2,54.7,25.5
33,46,Manchester United,61.3,23.7,FirstHalf,Pass,Successful,39,52.5,68.2
33,52,Manchester United,55.1,66.4,FirstHalf,Pass,Successful,2,56.7,54.8
33,53,Manchester United,56.4,54.2,FirstHalf,Pass,Successful,6,48.2,32.8
33,59,Manchester United,58.6,31.3,FirstHalf,Pass,Successful,3,48,63.3
34,4,Manchester United,59,72,FirstHalf,Pass,Successful,2,69.6,73.6
34,4,Manchester United,69.6,73.6,FirstHalf,Pass,Successful,18,65.3,86.6
34,6,Manchester United,65.3,86.6,FirstHalf,Pass,Successful,2,71.1,96.9
34,6,Manchester United,71.1,96.9,FirstHalf,Pass,Unsuccessful,23,72.6,92.7
34,7,Villarreal,26.5,5.3,FirstHalf,BallTouch,Successful,30,,
34,8,Villarreal,17,5.8,FirstHalf,BallRecovery,Successful,8,,
34,11,Villarreal,8.6,4.1,FirstHalf,Pass,Successful,8,21.1,9.5
34,14,Villarreal,25.2,11.3,FirstHalf,Foul,Successful,25,,
34,14,Manchester United,74.8,88.7,FirstHalf,Foul,Unsuccessful,23,,
34,41,Villarreal,19.2,14.1,FirstHalf,Pass,Unsuccessful,13,66,25.2
34,45,Manchester United,34.4,72.4,FirstHalf,Aerial,Successful,2,,
34,45,Villarreal,65.6,27.6,FirstHalf,Aerial,Unsuccessful,7,,
34,45,Manchester United,34,67.5,FirstHalf,Pass,Unsuccessful,2,36.7,100
35,6,Villarreal,66.4,0,FirstHalf,Pass,Successful,8,63.8,5
35,7,Villarreal,63.8,5,FirstHalf,Pass,Successful,5,65.3,1
35,8,Villarreal,65,4.6,FirstHalf,TakeOn,Successful,8,,
35,8,Manchester United,35,95.4,FirstHalf,Challenge,Unsuccessful,18,,
35,9,Villarreal,70.3,1,FirstHalf,Pass,Unsuccessful,8,71.6,2.8
35,9,Manchester United,34.5,96,FirstHalf,BlockedPass,Successful,10,,
35,11,Manchester United,34.2,89.6,FirstHalf,BallRecovery,Successful,6,,
35,12,Manchester United,34.2,89.6,FirstHalf,Pass,Unsuccessful,6,32.4,90.6
35,12,Villarreal,68.7,3.2,FirstHalf,BlockedPass,Successful,30,,
35,17,Manchester United,35.6,100,FirstHalf,Pass,Successful,23,17.9,83.8
35,21,Manchester United,20.9,73.3,FirstHalf,Pass,Successful,2,23.8,61.1
35,24,Manchester United,22.5,58.7,FirstHalf,Pass,Successful,39,39.4,46.3
35,26,Manchester United,39.4,46.3,FirstHalf,Pass,Successful,11,42.2,91.5
35,32,Manchester United,61.1,87.5,FirstHalf,Pass,Unsuccessful,23,65.9,82.6
35,33,Villarreal,32.3,15.5,FirstHalf,Interception,Successful,25,,
35,34,Manchester United,66.3,65.4,FirstHalf,Pass,Unsuccessful,6,67.2,61.7
35,34,Villarreal,28.8,38.3,FirstHalf,BlockedPass,Successful,5,,
35,35,Villarreal,26,38.8,FirstHalf,Pass,Successful,4,40.1,37.7
35,37,Villarreal,38.3,32.6,FirstHalf,Pass,Unsuccessful,7,40.9,38.6
35,37,Manchester United,64.8,50.6,FirstHalf,BallRecovery,Successful,39,,
35,39,Manchester United,64.8,50.6,FirstHalf,Pass,Successful,39,68.8,14.6
35,43,Manchester United,78.5,13.5,FirstHalf,Pass,Unsuccessful,29,92.8,53.9
35,44,Villarreal,8,48.7,FirstHalf,Clearance,Successful,3,21.6,62.1
35,46,Villarreal,21.5,62.6,FirstHalf,BallRecovery,Successful,7,,
35,47,Villarreal,21.7,63.3,FirstHalf,Pass,Unsuccessful,7,41.3,90.8
35,51,Manchester United,57.8,10.4,FirstHalf,Dispossessed,Successful,29,,
35,51,Villarreal,42.2,89.6,FirstHalf,Tackle,Unsuccessful,24,,
35,52,Manchester United,54.9,15.9,FirstHalf,BallRecovery,Successful,3,,
35,52,Manchester United,54.9,15.9,FirstHalf,Pass,Successful,3,66.1,11.1
35,54,Manchester United,66.1,11.1,FirstHalf,Pass,Successful,7,69.6,24.1
35,58,Manchester United,93.2,22.7,FirstHalf,Pass,Unsuccessful,39,100,49.7
36,33,Villarreal,4.6,57.2,FirstHalf,Pass,Successful,13,30.4,30
36,35,Villarreal,30.4,30,FirstHalf,Pass,Successful,3,43.1,4
36,39,Villarreal,53.2,9.1,FirstHalf,Pass,Successful,8,55.2,33.3
36,40,Villarreal,55.2,33.3,FirstHalf,BallTouch,Unsuccessful,7,,
36,41,Manchester United,52.7,60.5,FirstHalf,BallRecovery,Successful,11,,
36,41,Manchester United,52.7,60.5,FirstHalf,Pass,Successful,11,67.3,96.2
36,49,Manchester United,88.9,71.4,FirstHalf,Pass,Unsuccessful,10,88.6,67.5
36,49,Villarreal,13.6,25.3,FirstHalf,BallTouch,Successful,25,,
36,49,Villarreal,14,29.7,FirstHalf,BallTouch,Successful,5,,
36,49,Manchester United,83.3,50.3,FirstHalf,BallTouch,Unsuccessful,7,,
36,51,Villarreal,15.5,38.5,FirstHalf,BallRecovery,Successful,7,,
36,51,Villarreal,17.4,42.7,FirstHalf,Pass,Unsuccessful,7,66.6,41.5
36,55,Manchester United,32.2,54.6,FirstHalf,BallRecovery,Successful,1,,
36,55,Manchester United,32.2,54.6,FirstHalf,Pass,Successful,1,41.4,57.5
37,0,Manchester United,46.5,58.2,FirstHalf,Pass,Successful,2,58.8,94.2
37,3,Manchester United,58.8,94.2,FirstHalf,Pass,Successful,18,71,97.2
37,8,Manchester United,74.6,89,FirstHalf,Pass,Successful,23,78,94.2
37,9,Manchester United,78,94.2,FirstHalf,Pass,Successful,10,98.8,75.9
37,12,Manchester United,98.8,75.9,FirstHalf,Pass,Unsuccessful,23,93.7,58.4
37,12,Villarreal,4.9,39.2,FirstHalf,BallTouch,Successful,3,,
37,14,Villarreal,3.6,42.4,FirstHalf,KeeperPickup,Successful,13,,
37,36,Villarreal,15.9,30,FirstHalf,Pass,Unsuccessful,13,79.1,1
37,43,Manchester United,29.9,96.8,FirstHalf,BallRecovery,Successful,2,,
37,45,Manchester United,28.7,96.8,FirstHalf,Pass,Successful,2,15.1,85.9
37,46,Manchester United,15.1,85.9,FirstHalf,Pass,Successful,6,3.1,58.4
37,49,Manchester United,3.1,58.4,FirstHalf,Pass,Successful,1,18.3,27.4
37,57,Manchester United,36.1,26.1,FirstHalf,Pass,Successful,3,35.1,42.5
38,0,Manchester United,42.5,44.6,FirstHalf,Pass,Successful,39,50.9,70.6
38,4,Manchester United,55.2,72.9,FirstHalf,Pass,Successful,6,54.4,53.4
38,7,Manchester United,55.2,57,FirstHalf,Pass,Successful,39,50.5,77.8
38,12,Manchester United,48.7,71.2,FirstHalf,Pass,Successful,2,53.8,25.2
38,20,Manchester United,71.2,19.4,FirstHalf,Pass,Successful,3,78,4.1
38,23,Manchester United,75.5,5.3,FirstHalf,Pass,Successful,29,65.8,6.4
38,25,Manchester United,64.7,7.7,FirstHalf,Pass,Successful,3,56.9,51.6
38,29,Manchester United,63.2,61.1,FirstHalf,Pass,Successful,2,66.8,74.1
38,31,Manchester United,66.8,74.2,FirstHalf,Pass,Successful,6,75.5,96.8
38,35,Manchester United,76.1,96.3,FirstHalf,Pass,Successful,23,77,89.9
38,36,Manchester United,77,89.9,FirstHalf,Pass,Successful,10,89.3,95.4
38,37,Manchester United,89.3,95.4,FirstHalf,Pass,Unsuccessful,23,90.8,55.7
38,38,Villarreal,8.8,42.4,FirstHalf,Clearance,Successful,3,18,69.9
38,41,Manchester United,70.6,18.1,FirstHalf,Dispossessed,Successful,29,,
38,43,Villarreal,29.4,81.9,FirstHalf,Tackle,Unsuccessful,14,,
38,44,Manchester United,69.7,18.3,FirstHalf,Pass,Successful,29,61.1,29.2
38,46,Manchester United,61.1,29.2,FirstHalf,Pass,Successful,3,64.3,47.6
38,47,Manchester United,64.3,47.6,FirstHalf,Pass,Successful,6,58,35.1
38,49,Manchester United,58,35.1,FirstHalf,Pass,Successful,3,64.9,16.5
38,52,Manchester United,63.2,24,FirstHalf,Pass,Successful,29,61.6,39.1
38,55,Manchester United,66.3,43.6,FirstHalf,Pass,Successful,6,67.5,66.9
38,56,Manchester United,67.5,66.9,FirstHalf,Pass,Successful,10,60,67.6
38,57,Manchester United,60,67.6,FirstHalf,Pass,Successful,2,71.9,94.7
38,59,Manchester United,71.9,94.7,FirstHalf,Pass,Successful,23,92.2,78.7
39,2,Manchester United,98,75.8,FirstHalf,Dispossessed,Successful,10,,
39,3,Villarreal,2,24.2,FirstHalf,Tackle,Successful,25,,
39,3,Villarreal,0.4,26.2,FirstHalf,BallTouch,Successful,30,,
39,4,Villarreal,8.1,7.1,FirstHalf,BallRecovery,Successful,25,,
39,9,Villarreal,9.6,2,FirstHalf,Pass,Unsuccessful,25,24.6,5
39,11,Manchester United,67.8,89.6,FirstHalf,BallRecovery,Successful,6,,
39,11,Manchester United,67.8,89.6,FirstHalf,Pass,Successful,6,70.9,97.1
39,13,Manchester United,70.9,97.1,FirstHalf,Pass,Successful,23,71.9,88.9
39,14,Manchester United,71.9,88.9,FirstHalf,Pass,Successful,6,86.8,75.9
39,15,Manchester United,86.8,75.7,FirstHalf,Pass,Unsuccessful,10,93.8,67.5
39,17,Villarreal,3.3,30.9,FirstHalf,BallTouch,Unsuccessful,4,,
39,18,Manchester United,93.6,69.9,FirstHalf,Pass,Unsuccessful,7,88.5,56.9
39,19,Villarreal,10.1,40.3,FirstHalf,BallRecovery,Successful,5,,
39,19,Villarreal,10.1,40.3,FirstHalf,Pass,Successful,5,10.1,32.8
39,20,Villarreal,10.1,32.8,FirstHalf,Pass,Successful,8,24.4,33.6
39,21,Villarreal,24.4,33.6,FirstHalf,Pass,Successful,7,26.1,63.9
39,22,Villarreal,26.1,63.9,FirstHalf,Pass,Successful,9,23.7,58.4
39,24,Villarreal,23.7,58.4,FirstHalf,Pass,Successful,14,37.5,40.6
39,27,Villarreal,36.2,31.6,FirstHalf,Pass,Successful,7,43.9,4.9
39,31,Villarreal,44,3.8,FirstHalf,Pass,Successful,30,33.2,9.5
39,37,Villarreal,22,7.1,FirstHalf,Pass,Successful,8,4.3,22.2
39,40,Villarreal,5.1,16.2,FirstHalf,Pass,Unsuccessful,13,53.1,7.1
39,44,Manchester United,42.1,89.1,FirstHalf,Pass,Unsuccessful,6,47.4,88.7
39,45,Villarreal,52.3,4,FirstHalf,BallTouch,Unsuccessful,30,,
39,58,Manchester United,44.3,100,FirstHalf,Pass,Successful,23,35.9,83.5
40,0,Manchester United,35.9,82.3,FirstHalf,Pass,Successful,2,33.2,45.7
40,7,Manchester United,34,39.4,FirstHalf,Pass,Successful,3,39.7,75.7
40,12,Manchester United,44.3,76.3,FirstHalf,Pass,Successful,2,62.7,80.9
40,14,Manchester United,61.6,76,FirstHalf,Dispossessed,Successful,10,,
40,14,Villarreal,38.4,24,FirstHalf,Tackle,Successful,30,,
40,15,Villarreal,46.4,32.4,FirstHalf,BallRecovery,Successful,7,,
40,16,Villarreal,46.7,32.5,FirstHalf,Pass,Successful,7,53.6,36.6
40,19,Villarreal,61.4,27.4,FirstHalf,Pass,Successful,9,60.8,3.7
40,23,Villarreal,61.3,1.4,FirstHalf,Pass,Successful,7,47.7,2.9
40,25,Villarreal,47.4,3.1,FirstHalf,Pass,Successful,8,60.4,3.6
40,26,Villarreal,58.7,3.4,FirstHalf,Pass,Unsuccessful,7,68.5,10.8
40,27,Manchester United,31.7,79.9,FirstHalf,BallRecovery,Successful,2,,
40,30,Manchester United,33.7,75.1,FirstHalf,Pass,Successful,2,37.3,78.1
40,32,Manchester United,37.3,76.4,FirstHalf,Pass,Unsuccessful,6,70.5,60.5
40,35,Villarreal,31.8,40,FirstHalf,Pass,Unsuccessful,4,35.7,34.2
40,36,Manchester United,67,64.8,FirstHalf,Pass,Successful,7,94.6,15.6
40,41,Manchester United,94.6,14.1,FirstHalf,TakeOn,Unsuccessful,18,,
40,41,Villarreal,5.4,85.9,FirstHalf,Tackle,Unsuccessful,24,,
40,41,Manchester United,94.6,15.6,FirstHalf,BallTouch,Successful,18,,
41,20,Villarreal,5.1,40.9,FirstHalf,Pass,Unsuccessful,13,72.5,26.8
41,25,Manchester United,32.1,68.7,FirstHalf,Pass,Successful,2,35.8,87.2
41,27,Manchester United,35.8,87.5,FirstHalf,BallRecovery,Successful,23,,
41,30,Manchester United,35.9,89.3,FirstHalf,Pass,Successful,23,20.1,75.9
41,33,Manchester United,20.6,74.4,FirstHalf,Pass,Successful,2,18.8,32.5
41,36,Manchester United,22.3,30.1,FirstHalf,Pass,Successful,3,35.7,5
