eventId,minute,second,teamId,x,y,playerId,type/displayName,type/value
296,26,57.0,65,60.3,33.0,4.0,Pass,1
297,27,1.0,65,64.4,19.7,7.0,Pass,1
298,27,2.0,65,53.2,35.1,4.0,Pass,1
299,27,12.0,65,55.9,62.4,23.0,Pass,1
220,27,14.0,833,34.0,35.6,101130.0,Challenge,45
300,27,14.0,65,66.0,64.4,16.0,TakeOn,3
221,27,15.0,833,34.1,39.0,125246.0,Challenge,45
301,27,15.0,65,65.9,61.0,16.0,TakeOn,3
302,27,20.0,65,71.7,34.0,16.0,Pass,1
303,27,21.0,65,77.4,21.0,21.0,Pass,1
304,27,23.0,65,76.5,27.9,11.0,Pass,1
305,27,26.0,65,80.0,7.3,28.0,Pass,1
222,27,28.0,833,27.8,83.6,303800.0,Challenge,45
306,27,28.0,65,72.2,16.4,11.0,TakeOn,3
223,27,29.0,833,26.5,83.5,125246.0,Challenge,45
307,27,29.0,65,73.5,16.5,11.0,TakeOn,3
224,27,30.0,833,24.8,85.6,133808.0,Challenge,45
308,27,30.0,65,75.2,14.4,11.0,TakeOn,3
309,27,34.0,65,83.1,5.6,11.0,TakeOn,3
225,27,34.0,833,16.9,94.4,133808.0,Tackle,7
226,27,37.0,833,16.9,94.4,133808.0,CornerAwarded,6
310,27,37.0,65,83.1,5.6,11.0,CornerAwarded,6
311,27,57.0,65,99.5,0.5,16.0,Pass,1
312,28,4.0,65,96.7,11.6,11.0,Pass,1
227,28,8.0,833,6.3,70.9,402086.0,Clearance,12
313,28,9.0,65,81.6,62.9,18.0,MissedShots,13
229,28,31.0,833,3.7,47.3,109930.0,Pass,1
230,28,35.0,833,13.8,39.2,125246.0,Pass,1
231,28,38.0,833,19.7,9.8,101130.0,Pass,1
232,28,40.0,833,6.1,46.8,109930.0,Pass,1
233,28,43.0,833,9.8,75.6,316957.0,Pass,1
234,28,47.0,833,16.0,97.4,135098.0,Pass,1
315,28,47.0,65,89.4,3.4,28.0,BlockedPass,74
236,29,1.0,833,12.4,100.0,135098.0,Pass,1
237,29,5.0,833,28.7,88.4,303800.0,Pass,1
238,29,6.0,833,21.8,90.5,135098.0,Pass,1
317,29,10.0,65,45.0,79.9,18.0,BallRecovery,49
318,29,13.0,65,44.2,98.3,18.0,Pass,1
319,29,15.0,65,12.7,69.9,1.0,Pass,1
320,29,22.0,65,39.7,70.2,23.0,Pass,1
321,29,24.0,65,39.8,42.8,4.0,Pass,1
322,29,28.0,65,47.9,53.9,5.0,Pass,1
323,29,34.0,65,85.4,11.9,11.0,TakeOn,3
239,29,36.0,833,19.5,79.1,118898.0,Clearance,12
325,29,54.0,65,78.7,0.0,28.0,Pass,1
326,29,55.0,65,51.7,11.4,4.0,Pass,1
327,30,5.0,65,62.8,65.7,23.0,Pass,1
328,30,8.0,65,57.6,29.8,7.0,Pass,1
329,30,12.0,65,56.1,33.3,4.0,Pass,1
330,30,15.0,65,63.2,20.0,11.0,Pass,1
331,30,20.0,65,65.3,47.9,5.0,Pass,1
242,30,43.0,833,3.5,53.1,109930.0,Pass,1
243,30,47.0,833,12.0,36.9,125246.0,Pass,1
333,30,48.0,65,57.9,73.9,18.0,Interception,8
334,30,49.0,65,59.8,72.6,5.0,BallRecovery,49
335,30,49.0,65,59.8,72.6,5.0,Pass,1
336,30,51.0,65,60.2,57.5,18.0,Pass,1
337,30,54.0,65,47.7,41.5,4.0,Pass,1
338,30,56.0,65,52.7,42.7,18.0,Pass,1
339,31,1.0,65,67.8,82.7,16.0,Dispossessed,50
244,31,1.0,833,32.2,17.3,402086.0,Tackle,7
245,31,3.0,833,34.8,15.9,402086.0,BallRecovery,49
246,31,8.0,833,32.4,19.1,402086.0,Pass,1
247,31,12.0,833,19.4,16.4,14085.0,Pass,1
248,31,14.0,833,7.3,34.5,109930.0,Pass,1
249,31,17.0,833,44.6,16.2,303800.0,BallTouch,61
340,31,18.0,65,51.4,93.3,18.0,Pass,1
341,31,20.0,65,63.4,96.5,9.0,BallRecovery,49
342,31,22.0,65,64.4,96.3,9.0,Pass,1
343,31,25.0,65,53.1,79.1,5.0,Pass,1
344,31,29.0,65,60.8,46.6,4.0,BallTouch,61
345,31,30.0,65,64.1,46.3,7.0,Pass,1
346,31,32.0,65,59.8,17.1,28.0,Pass,1
347,31,34.0,65,62.8,7.0,11.0,Pass,1
348,31,35.0,65,58.4,31.2,5.0,Pass,1
349,31,37.0,65,44.1,46.6,4.0,Pass,1
350,31,42.0,65,57.0,63.3,23.0,Pass,1
351,31,43.0,65,61.0,59.4,5.0,Pass,1
352,31,45.0,65,71.3,74.2,16.0,Pass,1
353,31,48.0,65,80.4,84.8,9.0,Pass,1
354,31,51.0,65,76.7,69.7,5.0,Pass,1
251,32,15.0,833,4.3,50.3,109930.0,Pass,1
252,32,16.0,833,8.4,35.4,125246.0,Pass,1
253,32,17.0,833,17.7,12.0,101130.0,Pass,1
254,32,18.0,833,4.9,30.9,109930.0,Pass,1
356,32,22.0,65,53.0,67.4,23.0,Aerial,44
357,32,22.0,65,51.5,65.8,23.0,Pass,1
255,32,22.0,833,45.6,30.9,303800.0,Aerial,44
256,32,28.0,833,43.8,65.5,135098.0,Pass,1
257,32,32.0,833,38.3,60.9,402086.0,Pass,1
258,32,35.0,833,33.6,41.0,125246.0,Pass,1
259,32,41.0,833,29.0,24.4,101130.0,Pass,1
260,32,45.0,833,8.8,51.8,109930.0,Pass,1
358,32,47.0,65,62.3,36.9,4.0,Aerial,44
261,32,47.0,833,37.7,63.1,133808.0,Aerial,44
359,32,47.0,65,60.4,36.1,4.0,Pass,1
360,32,49.0,65,71.2,34.3,11.0,BallRecovery,49
361,32,49.0,65,71.2,34.3,11.0,Pass,1
262,32,51.0,833,21.5,68.7,316957.0,BallRecovery,49
263,32,51.0,833,21.6,69.3,316957.0,Pass,1
264,32,57.0,833,54.2,96.0,118898.0,Pass,1
265,32,58.0,833,60.8,95.9,135098.0,Pass,1
362,33,0.0,65,35.9,16.1,5.0,BallRecovery,49
363,33,0.0,65,35.9,16.1,5.0,Pass,1
364,33,5.0,65,65.1,44.0,16.0,Pass,1
365,33,11.0,65,92.5,19.4,11.0,Pass,1
266,33,13.0,833,13.4,59.2,118898.0,Challenge,45
366,33,13.0,65,86.6,40.8,16.0,TakeOn,3
367,33,14.0,65,87.3,36.7,16.0,Pass,1
368,33,16.0,65,79.3,40.9,5.0,SavedShot,15
268,33,16.0,833,1.6,50.0,109930.0,Save,10
267,33,19.0,833,2.1,49.3,109930.0,KeeperPickup,52
269,33,48.0,833,3.8,51.2,109930.0,Pass,1
369,33,49.0,65,60.6,66.4,23.0,BallRecovery,49
370,33,49.0,65,60.6,66.4,23.0,Pass,1
371,33,50.0,65,61.5,73.2,5.0,Pass,1
372,33,53.0,65,55.7,57.8,21.0,Pass,1
373,33,54.0,65,59.5,66.0,5.0,Pass,1
374,33,57.0,65,56.0,75.1,18.0,Pass,1
375,33,58.0,65,60.6,72.3,5.0,Pass,1
376,34,3.0,65,76.9,85.1,9.0,Pass,1
377,34,4.0,65,77.3,77.0,16.0,Pass,1
270,34,4.0,833,18.4,27.1,101130.0,BlockedPass,74
271,34,7.0,833,15.3,7.6,402086.0,BallRecovery,49
272,34,7.0,833,16.2,7.3,402086.0,Pass,1
273,34,8.0,833,25.7,6.5,273453.0,Pass,1
378,34,10.0,65,61.0,91.8,23.0,BallRecovery,49
379,34,10.0,65,61.0,91.8,23.0,Pass,1
380,34,12.0,65,72.0,97.5,16.0,Pass,1
381,34,14.0,65,68.4,74.7,18.0,Pass,1
382,34,16.0,65,68.6,50.6,21.0,Pass,1
383,34,17.0,65,72.1,39.2,11.0,Pass,1
384,34,17.0,65,73.1,46.9,7.0,Pass,1
385,34,21.0,65,74.6,25.9,21.0,Pass,1
386,34,25.0,65,82.0,4.7,28.0,Pass,1
387,34,26.0,65,80.5,16.5,21.0,Pass,1
388,34,28.0,65,80.0,11.9,28.0,Pass,1
390,34,34.0,65,83.2,12.8,11.0,Foul,4
274,34,34.0,833,16.8,87.2,135098.0,Foul,4
391,35,24.0,65,84.5,14.0,7.0,Pass,1
275,35,27.0,833,9.0,64.1,135098.0,Clearance,12
392,35,28.0,65,81.6,56.6,16.0,MissedShots,13
277,35,57.0,833,4.7,54.0,109930.0,Pass,1
278,36,0.0,833,11.1,12.6,101130.0,Pass,1
279,36,5.0,833,20.2,6.8,14085.0,Pass,1
280,36,8.0,833,7.5,8.0,101130.0,Pass,1
394,36,8.0,65,95.0,96.0,16.0,BlockedPass,74
282,36,27.0,833,18.1,0.0,14085.0,Pass,1
283,36,32.0,833,10.4,39.1,316957.0,Pass,1
284,36,37.0,833,20.9,91.4,135098.0,Pass,1
396,36,38.0,65,78.4,6.8,11.0,BallTouch,61
286,36,55.0,833,26.2,100.0,135098.0,Pass,1
288,36,57.0,833,38.7,83.2,303800.0,Foul,4
398,36,57.0,65,61.3,16.8,4.0,Foul,4
289,37,37.0,833,37.7,84.2,118898.0,Pass,1
290,37,40.0,833,37.1,71.2,125246.0,Pass,1
291,37,41.0,833,26.9,83.5,316957.0,Pass,1
292,37,45.0,833,5.1,44.9,109930.0,Pass,1
293,37,50.0,833,19.2,11.9,101130.0,Pass,1
400,37,52.0,65,52.2,83.0,18.0,BallRecovery,49
401,37,53.0,65,53.5,72.3,18.0,Pass,1
402,37,59.0,65,28.9,48.2,4.0,Pass,1
403,38,4.0,65,13.8,50.3,1.0,Pass,1
404,38,8.0,65,23.7,37.7,4.0,Pass,1
405,38,11.0,65,34.9,74.7,23.0,Pass,1
406,38,12.0,65,45.4,56.7,5.0,Pass,1
294,38,16.0,833,22.8,24.3,14085.0,BallRecovery,49
295,38,16.0,833,22.7,24.7,14085.0,Pass,1
296,38,17.0,833,19.2,28.0,109930.0,Pass,1
297,38,20.0,833,25.9,24.3,101130.0,Pass,1
298,38,22.0,833,32.2,5.6,402086.0,Pass,1
408,38,34.0,65,53.8,100.0,18.0,Pass,1
409,38,35.0,65,43.7,85.7,23.0,Pass,1
410,38,35.0,65,43.2,43.7,4.0,Pass,1
411,38,38.0,65,54.4,56.9,21.0,Pass,1
412,38,39.0,65,64.9,73.6,16.0,Pass,1
413,38,43.0,65,85.4,82.0,9.0,Pass,1
300,38,45.0,833,8.7,50.3,316957.0,Interception,8
351,38,46.0,833,7.8,53.3,316957.0,Error,51
414,38,48.0,65,99.3,51.9,21.0,Goal,16
301,39,49.0,833,50.4,50.3,303800.0,Pass,1
302,39,51.0,833,20.3,78.7,316957.0,Pass,1
303,39,53.0,833,7.9,49.1,109930.0,Pass,1
304,39,56.0,833,14.2,15.0,101130.0,Pass,1
305,39,58.0,833,3.8,36.0,109930.0,Pass,1
306,40,1.0,833,13.4,40.0,125246.0,Pass,1
307,40,3.0,833,9.3,63.3,316957.0,Pass,1
308,40,6.0,833,15.2,7.1,101130.0,Pass,1
309,40,11.0,833,66.1,41.6,303800.0,Pass,1
310,40,16.0,833,78.6,31.5,273453.0,SavedShot,15
415,40,16.0,65,1.8,51.6,1.0,Save,10
416,40,21.0,65,1.8,51.6,1.0,KeeperPickup,52
417,40,25.0,65,13.1,50.3,1.0,Pass,1
418,40,33.0,65,24.3,64.5,23.0,Pass,1
419,40,38.0,65,27.0,42.8,4.0,Pass,1
420,40,39.0,65,34.1,37.9,21.0,Pass,1
421,40,44.0,65,37.5,67.8,23.0,Pass,1
422,40,46.0,65,44.7,48.7,5.0,Pass,1
423,40,49.0,65,51.8,35.1,21.0,Pass,1
424,40,49.0,65,60.4,32.4,7.0,Pass,1
425,40,53.0,65,74.4,5.2,11.0,BallTouch,61
311,40,54.0,833,21.6,92.7,135098.0,BallRecovery,49
312,40,55.0,833,13.9,90.6,135098.0,Pass,1
313,40,59.0,833,22.0,88.4,118898.0,Pass,1
426,41,1.0,65,75.4,7.7,28.0,BallRecovery,49
427,41,2.0,65,80.6,22.4,28.0,Pass,1
314,41,3.0,833,19.3,67.9,125246.0,BallTouch,61
315,41,17.0,833,9.0,72.4,135098.0,Foul,4
428,41,17.0,65,91.0,27.6,28.0,Foul,4
316,41,27.0,833,18.5,75.4,316957.0,Pass,1
429,41,32.0,65,30.4,41.8,23.0,BallRecovery,49
430,41,34.0,65,31.1,42.2,23.0,Pass,1
431,41,37.0,65,31.2,34.6,4.0,Pass,1
432,41,40.0,65,40.5,38.3,5.0,Pass,1
433,41,43.0,65,32.2,37.1,4.0,Pass,1
434,41,44.0,65,30.1,67.2,23.0,Pass,1
435,41,51.0,65,57.8,38.3,5.0,Pass,1
436,41,54.0,65,73.6,3.5,11.0,Pass,1
437,41,55.0,65,62.6,10.3,28.0,Pass,1
438,41,56.0,65,64.9,26.4,5.0,Pass,1
439,41,58.0,65,76.0,3.1,11.0,Pass,1
317,42,1.0,833,12.0,85.6,135098.0,BallRecovery,49
318,42,3.0,833,10.9,86.8,135098.0,Pass,1
319,42,7.0,833,33.8,80.5,303800.0,Pass,1
320,42,9.0,833,36.6,89.3,118898.0,Pass,1
321,42,10.0,833,45.5,95.4,133808.0,Pass,1
322,42,12.0,833,43.9,83.8,303800.0,Pass,1
440,42,12.0,65,54.0,20.9,4.0,BlockedPass,74
323,42,16.0,833,23.2,72.1,316957.0,Pass,1
324,42,19.0,833,25.3,25.0,101130.0,Pass,1
325,42,24.0,833,33.7,25.8,402086.0,Pass,1
326,42,31.0,833,33.3,36.0,125246.0,Pass,1
327,42,35.0,833,43.8,15.8,101130.0,Pass,1
328,42,39.0,833,98.6,19.2,273453.0,Pass,1
442,43,4.0,65,4.9,53.7,1.0,Pass,1
443,43,7.0,65,30.9,26.2,4.0,Pass,1
444,43,11.0,65,75.2,6.5,21.0,Pass,1
331,43,19.0,833,4.1,51.2,109930.0,Pass,1
332,43,24.0,833,17.2,25.8,101130.0,Pass,1
333,43,26.0,833,25.1,4.6,14085.0,Pass,1
334,43,30.0,833,29.1,17.2,402086.0,Foul,4
446,43,30.0,65,70.9,82.8,5.0,Foul,4
335,43,34.0,833,27.4,13.1,14085.0,Pass,1
336,43,37.0,833,25.0,24.7,125246.0,Pass,1
337,43,37.0,833,19.8,13.2,101130.0,Pass,1
338,43,38.0,833,23.3,4.7,14085.0,Pass,1
339,43,40.0,833,23.1,12.0,125246.0,Pass,1
340,43,41.0,833,28.8,8.3,273453.0,BallTouch,61
447,43,41.0,65,59.6,93.5,18.0,BallRecovery,49
448,43,43.0,65,52.9,95.6,18.0,Pass,1
449,43,50.0,65,20.6,81.4,23.0,Pass,1
450,43,53.0,65,27.1,55.4,4.0,Pass,1
341,43,56.0,833,58.6,59.3,303800.0,Challenge,45
451,43,56.0,65,41.4,40.7,21.0,TakeOn,3
452,43,58.0,65,47.8,42.4,21.0,Pass,1
453,44,0.0,65,47.1,60.9,5.0,Pass,1
454,44,2.0,65,62.0,82.1,11.0,Pass,1
455,44,4.0,65,68.2,97.7,18.0,Pass,1
456,44,7.0,65,61.8,89.1,11.0,Pass,1
457,44,8.0,65,56.7,73.6,5.0,Pass,1
458,44,13.0,65,56.6,33.3,4.0,Pass,1
459,44,17.0,65,52.5,65.2,23.0,Pass,1
460,44,19.0,65,64.3,87.4,11.0,Pass,1
461,44,20.0,65,70.7,80.3,16.0,Pass,1
462,44,21.0,65,71.1,91.7,18.0,Pass,1
464,44,23.0,65,89.2,94.2,16.0,BallTouch,61
342,44,24.0,833,0.0,0.0,14085.0,ShieldBallOpp,56
344,44,42.0,833,4.7,44.8,109930.0,Pass,1
345,44,43.0,833,13.0,39.8,125246.0,Pass,1
346,44,46.0,833,43.4,45.5,133808.0,BallTouch,61
466,44,47.0,65,67.7,63.3,16.0,BallRecovery,49
467,44,47.0,65,68.8,64.9,16.0,Pass,1
348,44,50.0,833,10.1,51.6,109930.0,Smother,54
347,44,51.0,833,10.1,51.6,109930.0,KeeperPickup,52
349,45,0.0,833,13.1,53.0,109930.0,Pass,1
350,45,1.0,833,0.0,0.0,,End,30
468,45,1.0,65,0.0,0.0,,End,30
352,45,0.0,833,0.0,0.0,,Start,32
469,45,0.0,65,0.0,0.0,,Start,32
470,45,1.0,65,50.1,50.0,7.0,Pass,1
471,45,2.0,65,38.5,49.9,5.0,Pass,1
472,45,4.0,65,39.8,28.9,21.0,Pass,1
473,45,9.0,65,36.3,64.6,23.0,Pass,1
474,45,12.0,65,38.2,33.9,4.0,Pass,1
475,45,19.0,65,44.4,69.1,23.0,Pass,1
476,45,20.0,65,49.2,61.2,5.0,Pass,1
477,45,26.0,65,45.8,75.9,23.0,Pass,1
478,45,27.0,65,42.6,96.0,18.0,Pass,1
479,45,29.0,65,60.8,97.2,9.0,BallTouch,61
353,45,30.0,833,40.6,5.2,14085.0,BallRecovery,49
354,45,31.0,833,42.6,5.8,14085.0,Pass,1
355,45,33.0,833,52.5,19.1,303800.0,Pass,1
356,45,35.0,833,61.0,8.6,273453.0,Dispossessed,50
480,45,35.0,65,39.0,91.4,18.0,Tackle,7
481,45,36.0,65,35.6,96.8,18.0,BallRecovery,49
482,45,37.0,65,27.9,95.4,18.0,Pass,1
483,45,40.0,65,12.1,59.1,1.0,Pass,1
484,45,46.0,65,31.5,37.7,4.0,Pass,1
485,45,50.0,65,38.6,65.1,23.0,Pass,1
486,45,52.0,65,57.4,73.9,16.0,Pass,1
487,45,52.0,65,65.9,90.5,9.0,Pass,1
488,45,54.0,65,66.1,77.0,16.0,Pass,1
489,45,56.0,65,58.4,61.4,5.0,Pass,1
490,45,58.0,65,69.8,37.9,21.0,Pass,1
491,45,59.0,65,74.1,42.5,7.0,Pass,1
492,46,1.0,65,68.2,36.0,21.0,Pass,1
493,46,7.0,65,77.9,11.7,11.0,Pass,1
357,46,8.0,833,11.4,82.2,118898.0,Pass,1
363,46,9.0,833,15.5,80.8,135098.0,BallTouch,61
358,46,10.0,833,22.5,81.4,133808.0,BallRecovery,49
359,46,11.0,833,25.3,76.9,133808.0,Pass,1
360,46,12.0,833,20.4,70.8,125246.0,Pass,1
361,46,15.0,833,41.9,93.6,118898.0,Pass,1
362,46,16.0,833,46.5,77.8,303800.0,BallTouch,61
494,46,16.0,65,57.6,22.2,4.0,BallRecovery,49
495,46,17.0,65,57.6,22.2,4.0,Pass,1
496,46,19.0,65,51.0,42.1,23.0,Pass,1
497,46,21.0,65,58.0,62.3,16.0,Pass,1
498,46,25.0,65,51.7,66.7,18.0,Pass,1
499,46,32.0,65,48.0,38.6,4.0,Pass,1
500,46,36.0,65,56.1,63.6,23.0,Pass,1
501,46,40.0,65,53.2,50.6,5.0,Pass,1
502,46,42.0,65,56.5,63.7,23.0,Pass,1
503,46,43.0,65,60.1,59.1,9.0,Pass,1
504,46,46.0,65,52.3,55.1,5.0,Pass,1
505,46,50.0,65,86.8,4.3,11.0,Pass,1
364,46,52.0,833,9.1,55.5,316957.0,Clearance,12
365,46,54.0,833,20.1,75.1,133808.0,BallRecovery,49
366,46,55.0,833,25.9,74.1,133808.0,Pass,1
506,46,56.0,65,74.7,38.8,7.0,BallRecovery,49
507,46,59.0,65,74.7,54.5,7.0,Pass,1
367,47,1.0,833,10.5,28.5,14085.0,Challenge,45
508,47,1.0,65,89.5,71.5,18.0,TakeOn,3
509,47,2.0,65,94.8,68.7,18.0,Pass,1
369,47,40.0,833,17.6,100.0,135098.0,Pass,1
370,47,44.0,833,36.1,93.2,303800.0,Pass,1
512,47,48.0,65,62.5,63.7,18.0,Pass,1
513,47,49.0,65,62.9,50.9,5.0,Pass,1
514,47,51.0,65,45.5,53.0,23.0,BallRecovery,49
515,47,53.0,65,45.5,53.0,23.0,Pass,1
516,47,55.0,65,44.2,31.0,4.0,Pass,1
517,47,57.0,65,46.5,12.5,28.0,Pass,1
518,48,1.0,65,59.0,8.5,11.0,Pass,1
519,48,3.0,65,44.9,35.2,4.0,Pass,1
520,48,9.0,65,51.6,69.7,23.0,Pass,1
521,48,11.0,65,63.1,67.0,9.0,Pass,1
522,48,13.0,65,59.2,70.8,16.0,Pass,1
523,48,15.0,65,61.0,44.8,5.0,Pass,1
524,48,18.0,65,64.6,19.8,21.0,BallTouch,61
525,48,19.0,65,68.4,13.5,7.0,Pass,1
526,48,20.0,65,72.5,14.4,11.0,Pass,1
527,48,21.0,65,71.9,20.7,21.0,Pass,1
371,48,25.0,833,2.8,70.8,135098.0,BallRecovery,49
372,48,27.0,833,1.4,67.5,135098.0,Pass,1
528,48,30.0,65,61.4,50.1,23.0,BallRecovery,49
529,48,30.0,65,61.4,50.1,23.0,Pass,1
530,48,34.0,65,50.9,38.9,4.0,Pass,1
531,48,39.0,65,61.4,6.2,7.0,Pass,1
532,48,41.0,65,72.4,6.1,21.0,Pass,1
373,48,43.0,833,11.8,70.6,316957.0,BallRecovery,49
374,48,43.0,833,10.9,69.9,316957.0,Pass,1
375,48,45.0,833,4.5,56.6,109930.0,Pass,1
533,48,49.0,65,38.5,8.2,4.0,BallRecovery,49
534,48,54.0,65,38.1,19.1,4.0,Pass,1
376,48,58.0,833,46.3,49.2,303800.0,Challenge,45
535,48,58.0,65,53.7,50.8,5.0,TakeOn,3
536,49,0.0,65,56.4,46.0,5.0,Pass,1
537,49,3.0,65,55.2,29.4,21.0,Pass,1
538,49,4.0,65,57.4,38.3,5.0,Pass,1
539,49,6.0,65,68.9,27.0,7.0,Pass,1
540,49,10.0,65,83.5,13.4,11.0,Pass,1
541,49,12.0,65,91.9,23.3,21.0,Pass,1
377,49,14.0,833,8.3,66.7,316957.0,BallRecovery,49
378,49,15.0,833,8.3,66.7,316957.0,Pass,1
379,49,21.0,833,34.1,38.9,303800.0,Pass,1
380,49,22.0,833,25.6,25.5,14085.0,Pass,1
381,49,24.0,833,37.1,6.1,273453.0,Pass,1
382,49,27.0,833,25.6,13.5,14085.0,Pass,1
384,49,30.0,833,30.8,26.7,101130.0,Foul,4
543,49,30.0,65,69.2,73.3,5.0,Foul,4
385,49,55.0,833,29.2,27.1,101130.0,Pass,1
386,49,56.0,833,35.0,14.3,14085.0,Pass,1
387,49,57.0,833,33.9,28.8,101130.0,Pass,1
388,50,3.0,833,57.9,92.4,133808.0,Pass,1
389,50,5.0,833,36.9,67.0,316957.0,Pass,1
390,50,8.0,833,43.2,25.9,101130.0,Pass,1
391,50,9.0,833,44.9,6.6,14085.0,Pass,1
392,50,11.0,833,47.8,17.3,402086.0,Pass,1
393,50,12.0,833,46.3,15.7,14085.0,Pass,1
394,50,17.0,833,81.2,28.0,402086.0,Pass,1
395,50,19.0,833,91.5,19.7,273453.0,Pass,1
544,50,19.0,65,9.2,64.9,23.0,Interception,8
396,50,21.0,833,84.1,36.3,402086.0,MissedShots,13
546,50,38.0,65,4.9,51.9,1.0,Pass,1
547,50,39.0,65,10.6,72.7,23.0,Pass,1
548,50,41.0,65,23.9,34.8,4.0,Pass,1
549,50,44.0,65,26.4,3.7,28.0,Pass,1
550,50,46.0,65,17.7,32.2,4.0,Pass,1
551,50,49.0,65,12.2,52.7,1.0,Pass,1
398,50,52.0,833,71.9,37.0,402086.0,Interception,8
552,50,54.0,65,24.7,49.3,5.0,Pass,1
553,51,1.0,65,31.6,66.6,23.0,Pass,1
554,51,2.0,65,34.2,49.4,5.0,Pass,1
555,51,4.0,65,30.6,67.5,23.0,Pass,1
556,51,7.0,65,33.2,46.3,5.0,Pass,1
557,51,12.0,65,64.9,10.6,11.0,Pass,1
558,51,14.0,65,61.9,15.5,21.0,Pass,1
559,51,15.0,65,63.3,22.8,7.0,Pass,1
560,51,17.0,65,60.2,17.1,21.0,Pass,1
561,51,18.0,65,63.4,16.4,7.0,BallTouch,61
399,51,19.0,833,41.8,74.5,118898.0,BallRecovery,49
400,51,24.0,833,64.2,92.4,118898.0,Pass,1
562,51,25.0,65,23.0,23.6,21.0,Pass,1
563,51,27.0,65,20.3,28.8,4.0,BallRecovery,49
564,51,28.0,65,14.6,24.3,4.0,Pass,1
565,51,31.0,65,3.5,43.0,1.0,Pass,1
566,51,33.0,65,18.2,64.6,23.0,Pass,1
567,51,35.0,65,29.8,43.0,5.0,Pass,1
568,51,36.0,65,24.4,50.1,21.0,Pass,1
569,51,44.0,65,32.5,5.3,28.0,BallTouch,61
570,51,48.0,65,42.0,13.4,7.0,Pass,1
571,51,50.0,65,59.3,8.3,21.0,Pass,1
573,51,56.0,65,67.9,33.1,16.0,Foul,4
402,51,56.0,833,32.1,66.9,135098.0,Foul,4
574,52,14.0,65,65.7,28.5,7.0,Pass,1
575,52,15.0,65,60.5,34.9,5.0,Pass,1
576,52,19.0,65,61.8,65.1,23.0,Pass,1
577,52,20.0,65,64.6,55.7,7.0,Pass,1
403,52,22.0,833,29.2,28.6,14085.0,Pass,1
404,52,24.0,833,25.4,41.5,101130.0,BallRecovery,49
405,52,24.0,833,25.5,42.7,101130.0,Pass,1
406,52,28.0,833,43.8,52.7,303800.0,Pass,1
578,52,29.0,65,48.8,70.9,18.0,BallRecovery,49
579,52,30.0,65,48.8,70.9,18.0,Pass,1
580,52,31.0,65,38.7,57.0,4.0,Pass,1
581,52,35.0,65,55.3,52.8,5.0,Pass,1
582,52,42.0,65,73.5,8.6,11.0,Pass,1
583,52,44.0,65,69.5,28.3,5.0,Pass,1
584,52,46.0,65,68.8,65.4,18.0,Pass,1
585,52,51.0,65,81.2,88.3,9.0,Pass,1
586,52,53.0,65,70.4,80.3,18.0,Pass,1
587,52,55.0,65,55.8,69.4,23.0,Pass,1
588,52,58.0,65,57.4,34.3,4.0,Pass,1
589,53,1.0,65,63.7,21.6,11.0,Pass,1
590,53,4.0,65,70.3,2.5,28.0,Pass,1
591,53,5.0,65,68.1,7.7,11.0,Pass,1
407,53,7.0,833,30.4,91.7,133808.0,BallTouch,61
408,53,9.0,833,35.9,81.8,303800.0,BallRecovery,49
409,53,10.0,833,37.3,80.9,303800.0,Pass,1
410,53,10.0,833,34.6,85.7,118898.0,Pass,1
592,53,11.0,65,66.5,13.2,11.0,Interception,8
411,53,13.0,833,29.3,77.6,135098.0,Pass,1
412,53,13.0,833,33.4,72.4,118898.0,Pass,1
413,53,17.0,833,24.6,73.8,316957.0,Pass,1
414,53,19.0,833,27.6,93.2,135098.0,Pass,1
415,53,22.0,833,39.9,91.4,133808.0,Pass,1
416,53,27.0,833,2.6,42.1,109930.0,Pass,1
417,53,31.0,833,12.5,11.1,101130.0,Pass,1
593,53,35.0,65,41.3,81.4,4.0,Foul,4
418,53,35.0,833,58.7,18.6,303800.0,Foul,4
594,53,49.0,65,39.2,79.3,23.0,Pass,1
595,53,54.0,65,39.0,53.9,4.0,Pass,1
596,53,58.0,65,45.8,77.0,23.0,Pass,1
597,54,4.0,65,46.8,53.1,4.0,Pass,1
598,54,7.0,65,45.1,75.4,23.0,Pass,1
599,54,11.0,65,63.0,60.8,16.0,Pass,1
600,54,12.0,65,67.1,44.3,21.0,Pass,1
601,54,13.0,65,62.0,45.4,5.0,Pass,1
602,54,14.0,65,65.7,47.9,21.0,Pass,1
603,54,17.0,65,71.6,34.8,16.0,Pass,1
604,54,18.0,65,90.5,15.9,11.0,Pass,1
419,54,20.0,833,8.2,59.4,316957.0,Clearance,12
605,54,22.0,65,78.3,12.0,28.0,Pass,1
606,54,25.0,65,75.9,28.3,16.0,Pass,1
420,54,28.0,833,6.3,56.3,101130.0,Clearance,12
607,54,29.0,65,89.7,39.4,7.0,BallTouch,61
422,54,46.0,833,3.8,48.1,109930.0,Pass,1
423,54,47.0,833,9.9,41.3,125246.0,Pass,1
424,54,51.0,833,15.0,10.3,101130.0,Pass,1
425,54,52.0,833,18.0,4.4,14085.0,Pass,1
426,54,55.0,833,19.0,9.5,402086.0,Pass,1
610,54,58.0,65,63.5,100.0,18.0,Pass,1
611,55,1.0,65,41.0,93.3,23.0,Pass,1
612,55,6.0,65,37.9,38.0,28.0,Dispossessed,50
